COUNTRY,INDICATOR,FREQUENCY,time,value,date
AFG,MMRT_RT_PT_A_PT,M,2015-M01,4,2015-01-01
AFG,MMRT_RT_PT_A_PT,M,2015-M02,4.3,2015-02-01
AFG,MMRT_RT_PT_A_PT,M,2015-M03,4.55,2015-03-01
AFG,MMRT_RT_PT_A_PT,M,2015-M04,3.62,2015-04-01
AFG,MMRT_RT_PT_A_PT,M,2015-M05,3.55,2015-05-01
AFG,MMRT_RT_PT_A_PT,M,2015-M06,0.74,2015-06-01
AFG,MMRT_RT_PT_A_PT,M,2015-M09,4.09,2015-09-01
AFG,MMRT_RT_PT_A_PT,M,2015-M10,4.1,2015-10-01
AFG,MMRT_RT_PT_A_PT,M,2015-M11,4.09863683888659,2015-11-01
AFG,MMRT_RT_PT_A_PT,M,2016-M01,4,2016-01-01
AFG,MMRT_RT_PT_A_PT,M,2016-M03,4.05,2016-03-01
AFG,MMRT_RT_PT_A_PT,M,2016-M04,4,2016-04-01
AFG,MMRT_RT_PT_A_PT,M,2016-M05,4,2016-05-01
AFG,MMRT_RT_PT_A_PT,M,2016-M07,4.1,2016-07-01
AFG,MMRT_RT_PT_A_PT,M,2016-M08,0,2016-08-01
AFG,MMRT_RT_PT_A_PT,M,2016-M09,0,2016-09-01
AFG,MMRT_RT_PT_A_PT,M,2016-M10,4,2016-10-01
AFG,MMRT_RT_PT_A_PT,M,2016-M11,4,2016-11-01
AFG,MMRT_RT_PT_A_PT,M,2016-M12,0,2016-12-01
AFG,MMRT_RT_PT_A_PT,M,2017-M01,0,2017-01-01
AFG,MMRT_RT_PT_A_PT,M,2017-M02,0,2017-02-01
AFG,MMRT_RT_PT_A_PT,M,2017-M03,0,2017-03-01
AFG,MMRT_RT_PT_A_PT,M,2017-M08,3.18,2017-08-01
AGO,MMRT_RT_PT_A_PT,M,2015-M01,6.16,2015-01-01
AGO,MMRT_RT_PT_A_PT,M,2015-M02,6.19,2015-02-01
AGO,MMRT_RT_PT_A_PT,M,2015-M03,6.21,2015-03-01
AGO,MMRT_RT_PT_A_PT,M,2015-M04,6.25,2015-04-01
AGO,MMRT_RT_PT_A_PT,M,2015-M05,6.25,2015-05-01
AGO,MMRT_RT_PT_A_PT,M,2015-M06,11.29,2015-06-01
AGO,MMRT_RT_PT_A_PT,M,2015-M07,12.77,2015-07-01
AGO,MMRT_RT_PT_A_PT,M,2015-M08,13.26,2015-08-01
AGO,MMRT_RT_PT_A_PT,M,2015-M09,11.81,2015-09-01
AGO,MMRT_RT_PT_A_PT,M,2015-M10,11.66,2015-10-01
AGO,MMRT_RT_PT_A_PT,M,2015-M11,11.53,2015-11-01
AGO,MMRT_RT_PT_A_PT,M,2015-M12,11.31,2015-12-01
AGO,MMRT_RT_PT_A_PT,M,2016-M01,11.3,2016-01-01
AGO,MMRT_RT_PT_A_PT,M,2016-M02,11.3,2016-02-01
AGO,MMRT_RT_PT_A_PT,M,2016-M03,11.01,2016-03-01
AGO,MMRT_RT_PT_A_PT,M,2016-M04,14,2016-04-01
AGO,MMRT_RT_PT_A_PT,M,2016-M05,13.92,2016-05-01
AGO,MMRT_RT_PT_A_PT,M,2016-M06,13.92,2016-06-01
AGO,MMRT_RT_PT_A_PT,M,2016-M07,13.92,2016-07-01
AGO,MMRT_RT_PT_A_PT,M,2016-M08,13.93,2016-08-01
AGO,MMRT_RT_PT_A_PT,M,2016-M09,14.47,2016-09-01
AGO,MMRT_RT_PT_A_PT,M,2016-M10,14.26,2016-10-01
AGO,MMRT_RT_PT_A_PT,M,2016-M11,22.65,2016-11-01
AGO,MMRT_RT_PT_A_PT,M,2016-M12,23.35,2016-12-01
AGO,MMRT_RT_PT_A_PT,M,2017-M01,23.66,2017-01-01
AGO,MMRT_RT_PT_A_PT,M,2017-M02,23.67,2017-02-01
AGO,MMRT_RT_PT_A_PT,M,2017-M03,23.67,2017-03-01
AGO,MMRT_RT_PT_A_PT,M,2017-M04,22.4,2017-04-01
AGO,MMRT_RT_PT_A_PT,M,2017-M05,22.4,2017-05-01
AGO,MMRT_RT_PT_A_PT,M,2017-M06,22.4,2017-06-01
AGO,MMRT_RT_PT_A_PT,M,2017-M07,22.35,2017-07-01
AGO,MMRT_RT_PT_A_PT,M,2017-M08,22,2017-08-01
AGO,MMRT_RT_PT_A_PT,M,2017-M09,19.7,2017-09-01
AGO,MMRT_RT_PT_A_PT,M,2017-M10,17.36,2017-10-01
AGO,MMRT_RT_PT_A_PT,M,2017-M11,16.14,2017-11-01
AGO,MMRT_RT_PT_A_PT,M,2017-M12,17.77,2017-12-01
AGO,MMRT_RT_PT_A_PT,M,2018-M01,19.45,2018-01-01
AGO,MMRT_RT_PT_A_PT,M,2018-M02,19.99,2018-02-01
AGO,MMRT_RT_PT_A_PT,M,2018-M03,20.12,2018-03-01
AGO,MMRT_RT_PT_A_PT,M,2018-M04,20.05,2018-04-01
AGO,MMRT_RT_PT_A_PT,M,2018-M05,21.02,2018-05-01
AGO,MMRT_RT_PT_A_PT,M,2018-M06,21.94,2018-06-01
AGO,MMRT_RT_PT_A_PT,M,2018-M07,16.38,2018-07-01
AGO,MMRT_RT_PT_A_PT,M,2018-M08,16.52,2018-08-01
AGO,MMRT_RT_PT_A_PT,M,2018-M09,16.44,2018-09-01
AGO,MMRT_RT_PT_A_PT,M,2018-M10,16.75,2018-10-01
AGO,MMRT_RT_PT_A_PT,M,2018-M11,16.75,2018-11-01
AGO,MMRT_RT_PT_A_PT,M,2018-M12,16.75,2018-12-01
AGO,MMRT_RT_PT_A_PT,M,2019-M01,15.75,2019-01-01
AGO,MMRT_RT_PT_A_PT,M,2019-M02,15.75,2019-02-01
AGO,MMRT_RT_PT_A_PT,M,2019-M03,15.76,2019-03-01
AGO,MMRT_RT_PT_A_PT,M,2019-M04,15.73,2019-04-01
AGO,MMRT_RT_PT_A_PT,M,2019-M05,15.74,2019-05-01
AGO,MMRT_RT_PT_A_PT,M,2019-M06,14.91,2019-06-01
AGO,MMRT_RT_PT_A_PT,M,2019-M07,13.8,2019-07-01
AGO,MMRT_RT_PT_A_PT,M,2019-M08,13.5,2019-08-01
AGO,MMRT_RT_PT_A_PT,M,2019-M09,14.39,2019-09-01
AGO,MMRT_RT_PT_A_PT,M,2019-M10,14.91,2019-10-01
AGO,MMRT_RT_PT_A_PT,M,2019-M11,26.47,2019-11-01
AGO,MMRT_RT_PT_A_PT,M,2019-M12,22.48,2019-12-01
AGO,MMRT_RT_PT_A_PT,M,2020-M01,19.98,2020-01-01
AGO,MMRT_RT_PT_A_PT,M,2020-M02,20.19,2020-02-01
AGO,MMRT_RT_PT_A_PT,M,2020-M03,17.2,2020-03-01
AGO,MMRT_RT_PT_A_PT,M,2020-M04,15.5,2020-04-01
AGO,MMRT_RT_PT_A_PT,M,2020-M05,15.37,2020-05-01
AGO,MMRT_RT_PT_A_PT,M,2020-M06,15.38,2020-06-01
AGO,MMRT_RT_PT_A_PT,M,2020-M07,15.4,2020-07-01
AGO,MMRT_RT_PT_A_PT,M,2020-M08,14.97,2020-08-01
AGO,MMRT_RT_PT_A_PT,M,2020-M09,12.5,2020-09-01
AGO,MMRT_RT_PT_A_PT,M,2020-M10,11.93,2020-10-01
AGO,MMRT_RT_PT_A_PT,M,2020-M11,11.36,2020-11-01
AGO,MMRT_RT_PT_A_PT,M,2020-M12,9.75,2020-12-01
AGO,MMRT_RT_PT_A_PT,M,2021-M01,5.58,2021-01-01
AGO,MMRT_RT_PT_A_PT,M,2021-M02,5.38,2021-02-01
AGO,MMRT_RT_PT_A_PT,M,2021-M03,5.38,2021-03-01
AGO,MMRT_RT_PT_A_PT,M,2021-M04,12.32,2021-04-01
AGO,MMRT_RT_PT_A_PT,M,2021-M05,13.69,2021-05-01
AGO,MMRT_RT_PT_A_PT,M,2021-M06,15.91,2021-06-01
AGO,MMRT_RT_PT_A_PT,M,2021-M07,16.83,2021-07-01
AGO,MMRT_RT_PT_A_PT,M,2021-M08,17.15,2021-08-01
AGO,MMRT_RT_PT_A_PT,M,2021-M09,17.42,2021-09-01
AGO,MMRT_RT_PT_A_PT,M,2021-M10,19,2021-10-01
AGO,MMRT_RT_PT_A_PT,M,2021-M11,18.5,2021-11-01
AGO,MMRT_RT_PT_A_PT,M,2021-M12,18.68,2021-12-01
AGO,MMRT_RT_PT_A_PT,M,2022-M01,18.68,2022-01-01
AGO,MMRT_RT_PT_A_PT,M,2022-M02,18.63,2022-02-01
AGO,MMRT_RT_PT_A_PT,M,2022-M03,17.12,2022-03-01
AGO,MMRT_RT_PT_A_PT,M,2022-M04,15.22,2022-04-01
AGO,MMRT_RT_PT_A_PT,M,2022-M05,11.08,2022-05-01
AGO,MMRT_RT_PT_A_PT,M,2022-M06,15.11,2022-06-01
AGO,MMRT_RT_PT_A_PT,M,2022-M07,16.5,2022-07-01
AGO,MMRT_RT_PT_A_PT,M,2022-M08,16.5,2022-08-01
AGO,MMRT_RT_PT_A_PT,M,2022-M09,11,2022-09-01
AGO,MMRT_RT_PT_A_PT,M,2022-M10,10,2022-10-01
AGO,MMRT_RT_PT_A_PT,M,2022-M11,10.5,2022-11-01
AGO,MMRT_RT_PT_A_PT,M,2022-M12,10,2022-12-01
AGO,MMRT_RT_PT_A_PT,M,2023-M01,9,2023-01-01
AGO,MMRT_RT_PT_A_PT,M,2023-M02,8.93,2023-02-01
AGO,MMRT_RT_PT_A_PT,M,2023-M03,8.7,2023-03-01
AGO,MMRT_RT_PT_A_PT,M,2023-M04,8.7,2023-04-01
AGO,MMRT_RT_PT_A_PT,M,2023-M05,11.67,2023-05-01
AGO,MMRT_RT_PT_A_PT,M,2023-M06,16.59,2023-06-01
AGO,MMRT_RT_PT_A_PT,M,2023-M07,16.37,2023-07-01
AGO,MMRT_RT_PT_A_PT,M,2023-M08,9.39,2023-08-01
AGO,MMRT_RT_PT_A_PT,M,2023-M09,6.96,2023-09-01
AGO,MMRT_RT_PT_A_PT,M,2023-M10,5,2023-10-01
AGO,MMRT_RT_PT_A_PT,M,2023-M11,5.19,2023-11-01
AGO,MMRT_RT_PT_A_PT,M,2023-M12,4,2023-12-01
AGO,MMRT_RT_PT_A_PT,M,2024-M01,6.91,2024-01-01
AGO,MMRT_RT_PT_A_PT,M,2024-M02,17.73,2024-02-01
AGO,MMRT_RT_PT_A_PT,M,2024-M03,23.5,2024-03-01
AGO,MMRT_RT_PT_A_PT,M,2024-M04,21.68,2024-04-01
AGO,MMRT_RT_PT_A_PT,M,2024-M05,23.38,2024-05-01
AGO,MMRT_RT_PT_A_PT,M,2024-M06,25.4,2024-06-01
AGO,MMRT_RT_PT_A_PT,M,2024-M07,25.25,2024-07-01
AGO,MMRT_RT_PT_A_PT,M,2024-M08,31.66,2024-08-01
AGO,MMRT_RT_PT_A_PT,M,2024-M09,19.87,2024-09-01
AGO,MMRT_RT_PT_A_PT,M,2024-M10,22.19,2024-10-01
AGO,MMRT_RT_PT_A_PT,M,2024-M11,21.15,2024-11-01
AGO,MMRT_RT_PT_A_PT,M,2024-M12,22.67,2024-12-01
AGO,MMRT_RT_PT_A_PT,M,2025-M01,21.22,2025-01-01
AGO,MMRT_RT_PT_A_PT,M,2025-M02,20.36,2025-02-01
AGO,MMRT_RT_PT_A_PT,M,2025-M03,20.61,2025-03-01
AGO,MMRT_RT_PT_A_PT,M,2025-M04,19.5,2025-04-01
AGO,MMRT_RT_PT_A_PT,M,2025-M05,20.28,2025-05-01
AGO,MMRT_RT_PT_A_PT,M,2025-M06,20.25,2025-06-01
AGO,MMRT_RT_PT_A_PT,M,2025-M07,19,2025-07-01
AGO,MMRT_RT_PT_A_PT,M,2025-M08,18.98,2025-08-01
AGO,MMRT_RT_PT_A_PT,M,2025-M09,18.98,2025-09-01
AGO,MMRT_RT_PT_A_PT,M,2025-M10,18.75,2025-10-01
AGO,MMRT_RT_PT_A_PT,M,2025-M11,18.76,2025-11-01
AGO,MMRT_RT_PT_A_PT,M,2025-M12,18.8,2025-12-01
AGO,MMRT_RT_PT_A_PT,M,2026-M01,19.46,2026-01-01
AGO,MMRT_RT_PT_A_PT,M,2026-M02,20.45,2026-02-01
AGO,MMRT_RT_PT_A_PT,M,2026-M03,18.21,2026-03-01
AGO,MMRT_RT_PT_A_PT,M,2026-M04,16.93,2026-04-01
AGO,MMRT_RT_PT_A_PT,M,2026-M05,12.04,2026-05-01
AIA,MMRT_RT_PT_A_PT,M,2015-M01,6.1467,2015-01-01
AIA,MMRT_RT_PT_A_PT,M,2015-M02,5.85,2015-02-01
AIA,MMRT_RT_PT_A_PT,M,2015-M03,6,2015-03-01
AIA,MMRT_RT_PT_A_PT,M,2015-M04,6.5286,2015-04-01
AIA,MMRT_RT_PT_A_PT,M,2015-M05,6.5286225,2015-05-01
AIA,MMRT_RT_PT_A_PT,M,2015-M06,6.53,2015-06-01
AIA,MMRT_RT_PT_A_PT,M,2015-M07,6.47,2015-07-01
AIA,MMRT_RT_PT_A_PT,M,2015-M08,6.47,2015-08-01
AIA,MMRT_RT_PT_A_PT,M,2015-M09,6.48,2015-09-01
AIA,MMRT_RT_PT_A_PT,M,2015-M10,6.48,2015-10-01
AIA,MMRT_RT_PT_A_PT,M,2015-M11,6.89,2015-11-01
AIA,MMRT_RT_PT_A_PT,M,2015-M12,6.89,2015-12-01
AIA,MMRT_RT_PT_A_PT,M,2016-M01,6.89,2016-01-01
ARG,MMRT_RT_PT_A_PT,M,2015-M01,22.93,2015-01-01
ARG,MMRT_RT_PT_A_PT,M,2015-M02,20.52,2015-02-01
ARG,MMRT_RT_PT_A_PT,M,2015-M03,21.1299999999999,2015-03-01
ARG,MMRT_RT_PT_A_PT,M,2015-M04,17.85,2015-04-01
ARG,MMRT_RT_PT_A_PT,M,2015-M05,22.51,2015-05-01
ARG,MMRT_RT_PT_A_PT,M,2015-M06,17.93,2015-06-01
ARG,MMRT_RT_PT_A_PT,M,2015-M07,23.8599999999999,2015-07-01
ARG,MMRT_RT_PT_A_PT,M,2015-M08,22.76,2015-08-01
ARG,MMRT_RT_PT_A_PT,M,2015-M09,21.92,2015-09-01
ARG,MMRT_RT_PT_A_PT,M,2015-M10,25.12,2015-10-01
ARG,MMRT_RT_PT_A_PT,M,2015-M11,21.75,2015-11-01
ARG,MMRT_RT_PT_A_PT,M,2015-M12,25.89,2015-12-01
ARG,MMRT_RT_PT_A_PT,M,2016-M01,25.87,2016-01-01
ARG,MMRT_RT_PT_A_PT,M,2016-M02,24.78,2016-02-01
ARG,MMRT_RT_PT_A_PT,M,2016-M03,35.43,2016-03-01
ARG,MMRT_RT_PT_A_PT,M,2016-M04,36.88,2016-04-01
ARG,MMRT_RT_PT_A_PT,M,2016-M05,34.45,2016-05-01
ARG,MMRT_RT_PT_A_PT,M,2016-M06,31.53,2016-06-01
ARG,MMRT_RT_PT_A_PT,M,2016-M07,29.05,2016-07-01
ARG,MMRT_RT_PT_A_PT,M,2016-M08,28.3599999999999,2016-08-01
ARG,MMRT_RT_PT_A_PT,M,2016-M09,26.92,2016-09-01
ARG,MMRT_RT_PT_A_PT,M,2016-M10,26.1299999999999,2016-10-01
ARG,MMRT_RT_PT_A_PT,M,2016-M11,25.6499999999999,2016-11-01
ARG,MMRT_RT_PT_A_PT,M,2016-M12,24.66,2016-12-01
ARG,MMRT_RT_PT_A_PT,M,2017-M01,24.12,2017-01-01
ARG,MMRT_RT_PT_A_PT,M,2017-M02,23.6,2017-02-01
ARG,MMRT_RT_PT_A_PT,M,2017-M03,22.77,2017-03-01
ARG,MMRT_RT_PT_A_PT,M,2017-M04,23.98,2017-04-01
ARG,MMRT_RT_PT_A_PT,M,2017-M05,24.5,2017-05-01
ARG,MMRT_RT_PT_A_PT,M,2017-M06,24.77,2017-06-01
ARG,MMRT_RT_PT_A_PT,M,2017-M07,25.15,2017-07-01
ARG,MMRT_RT_PT_A_PT,M,2017-M08,26.06,2017-08-01
ARG,MMRT_RT_PT_A_PT,M,2017-M09,26.49,2017-09-01
ARG,MMRT_RT_PT_A_PT,M,2017-M10,25.99,2017-10-01
ARG,MMRT_RT_PT_A_PT,M,2017-M11,27.93,2017-11-01
ARG,MMRT_RT_PT_A_PT,M,2017-M12,29.04,2017-12-01
ARG,MMRT_RT_PT_A_PT,M,2018-M01,27.42,2018-01-01
ARG,MMRT_RT_PT_A_PT,M,2018-M02,26.98,2018-02-01
ARG,MMRT_RT_PT_A_PT,M,2018-M03,26.5,2018-03-01
ARG,MMRT_RT_PT_A_PT,M,2018-M04,26.86,2018-04-01
ARG,MMRT_RT_PT_A_PT,M,2018-M05,38.32,2018-05-01
ARG,MMRT_RT_PT_A_PT,M,2018-M06,39.59,2018-06-01
ARG,MMRT_RT_PT_A_PT,M,2018-M07,47.29,2018-07-01
ARG,MMRT_RT_PT_A_PT,M,2018-M08,45.52,2018-08-01
ARG,MMRT_RT_PT_A_PT,M,2018-M09,60.21,2018-09-01
ARG,MMRT_RT_PT_A_PT,M,2018-M10,69.48,2018-10-01
ARG,MMRT_RT_PT_A_PT,M,2018-M11,63.25,2018-11-01
ARG,MMRT_RT_PT_A_PT,M,2018-M12,58.62,2018-12-01
ARG,MMRT_RT_PT_A_PT,M,2019-M01,55.89,2019-01-01
ARG,MMRT_RT_PT_A_PT,M,2019-M02,45.74,2019-02-01
ARG,MMRT_RT_PT_A_PT,M,2019-M03,55.06,2019-03-01
ARG,MMRT_RT_PT_A_PT,M,2019-M04,65.63,2019-04-01
ARG,MMRT_RT_PT_A_PT,M,2019-M05,70.31,2019-05-01
ARG,MMRT_RT_PT_A_PT,M,2019-M06,66.53,2019-06-01
ARG,MMRT_RT_PT_A_PT,M,2019-M07,58.42,2019-07-01
ARG,MMRT_RT_PT_A_PT,M,2019-M08,67.31,2019-08-01
ARG,MMRT_RT_PT_A_PT,M,2019-M09,69.88,2019-09-01
ARG,MMRT_RT_PT_A_PT,M,2019-M10,60.94,2019-10-01
ARG,MMRT_RT_PT_A_PT,M,2019-M11,54.64,2019-11-01
ARG,MMRT_RT_PT_A_PT,M,2019-M12,50.09,2019-12-01
ARG,MMRT_RT_PT_A_PT,M,2020-M01,39.48,2020-01-01
ARG,MMRT_RT_PT_A_PT,M,2020-M02,34.81,2020-02-01
ARG,MMRT_RT_PT_A_PT,M,2020-M03,30.13,2020-03-01
ARG,MMRT_RT_PT_A_PT,M,2020-M04,8.02,2020-04-01
ARG,MMRT_RT_PT_A_PT,M,2020-M05,14.14,2020-05-01
ARG,MMRT_RT_PT_A_PT,M,2020-M06,16.17,2020-06-01
ARG,MMRT_RT_PT_A_PT,M,2020-M07,15.71,2020-07-01
ARG,MMRT_RT_PT_A_PT,M,2020-M08,15.81,2020-08-01
ARG,MMRT_RT_PT_A_PT,M,2020-M09,15.36,2020-09-01
ARG,MMRT_RT_PT_A_PT,M,2020-M10,23.64,2020-10-01
ARG,MMRT_RT_PT_A_PT,M,2020-M11,27.46,2020-11-01
ARG,MMRT_RT_PT_A_PT,M,2020-M12,29.58,2020-12-01
ARG,MMRT_RT_PT_A_PT,M,2021-M01,30.23,2021-01-01
ARG,MMRT_RT_PT_A_PT,M,2021-M02,30.46,2021-02-01
ARG,MMRT_RT_PT_A_PT,M,2021-M03,30.56,2021-03-01
ARG,MMRT_RT_PT_A_PT,M,2021-M04,31.35,2021-04-01
ARG,MMRT_RT_PT_A_PT,M,2021-M05,32.29,2021-05-01
ARG,MMRT_RT_PT_A_PT,M,2021-M06,31.7,2021-06-01
ARG,MMRT_RT_PT_A_PT,M,2021-M07,31.49,2021-07-01
ARG,MMRT_RT_PT_A_PT,M,2021-M08,30.44,2021-08-01
ARG,MMRT_RT_PT_A_PT,M,2021-M09,31.3,2021-09-01
ARG,MMRT_RT_PT_A_PT,M,2021-M10,31.04,2021-10-01
ARG,MMRT_RT_PT_A_PT,M,2021-M11,31.12,2021-11-01
ARG,MMRT_RT_PT_A_PT,M,2021-M12,30.55,2021-12-01
ARG,MMRT_RT_PT_A_PT,M,2022-M01,31.4,2022-01-01
ARG,MMRT_RT_PT_A_PT,M,2022-M02,31.08,2022-02-01
ARG,MMRT_RT_PT_A_PT,M,2022-M03,33.02,2022-03-01
ARG,MMRT_RT_PT_A_PT,M,2022-M04,35.11,2022-04-01
ARG,MMRT_RT_PT_A_PT,M,2022-M05,38.19,2022-05-01
ARG,MMRT_RT_PT_A_PT,M,2022-M06,40.26,2022-06-01
ARG,MMRT_RT_PT_A_PT,M,2022-M07,43.29,2022-07-01
ARG,MMRT_RT_PT_A_PT,M,2022-M08,57.66,2022-08-01
ARG,MMRT_RT_PT_A_PT,M,2022-M09,63.62,2022-09-01
ARG,MMRT_RT_PT_A_PT,M,2022-M10,66.06,2022-10-01
ARG,MMRT_RT_PT_A_PT,M,2022-M11,65.9,2022-11-01
ARG,MMRT_RT_PT_A_PT,M,2022-M12,67.51,2022-12-01
ARG,MMRT_RT_PT_A_PT,M,2023-M01,66.73,2023-01-01
ARG,MMRT_RT_PT_A_PT,M,2023-M02,66.49,2023-02-01
ARG,MMRT_RT_PT_A_PT,M,2023-M03,68.37,2023-03-01
ARG,MMRT_RT_PT_A_PT,M,2023-M04,70.6,2023-04-01
ARG,MMRT_RT_PT_A_PT,M,2023-M05,82.75,2023-05-01
ARG,MMRT_RT_PT_A_PT,M,2023-M06,84.6,2023-06-01
ARG,MMRT_RT_PT_A_PT,M,2023-M07,85.89,2023-07-01
ARG,MMRT_RT_PT_A_PT,M,2023-M08,99.42,2023-08-01
ARG,MMRT_RT_PT_A_PT,M,2023-M09,105.85,2023-09-01
ARG,MMRT_RT_PT_A_PT,M,2023-M10,111.8,2023-10-01
ARG,MMRT_RT_PT_A_PT,M,2023-M11,116.34,2023-11-01
ARG,MMRT_RT_PT_A_PT,M,2023-M12,98.84,2023-12-01
ARG,MMRT_RT_PT_A_PT,M,2024-M01,92.32,2024-01-01
ARG,MMRT_RT_PT_A_PT,M,2024-M02,94.27,2024-02-01
ARG,MMRT_RT_PT_A_PT,M,2024-M03,83.97,2024-03-01
ARG,MMRT_RT_PT_A_PT,M,2024-M04,67.32,2024-04-01
ARG,MMRT_RT_PT_A_PT,M,2024-M05,42.65,2024-05-01
ARG,MMRT_RT_PT_A_PT,M,2024-M06,37.45,2024-06-01
ARG,MMRT_RT_PT_A_PT,M,2024-M07,37.95,2024-07-01
ARG,MMRT_RT_PT_A_PT,M,2024-M08,42.23,2024-08-01
ARG,MMRT_RT_PT_A_PT,M,2024-M09,43.77,2024-09-01
ARG,MMRT_RT_PT_A_PT,M,2024-M10,45.31,2024-10-01
ARG,MMRT_RT_PT_A_PT,M,2024-M11,39.69,2024-11-01
ARG,MMRT_RT_PT_A_PT,M,2024-M12,37.27,2024-12-01
ARG,MMRT_RT_PT_A_PT,M,2025-M01,36.04,2025-01-01
ARG,MMRT_RT_PT_A_PT,M,2025-M02,32.41,2025-02-01
ARG,MMRT_RT_PT_A_PT,M,2025-M03,32.06,2025-03-01
ARG,MMRT_RT_PT_A_PT,M,2025-M04,35.33,2025-04-01
ARG,MMRT_RT_PT_A_PT,M,2025-M05,32.59,2025-05-01
ARG,MMRT_RT_PT_A_PT,M,2025-M06,33.29,2025-06-01
ARG,MMRT_RT_PT_A_PT,M,2025-M07,43.21,2025-07-01
ARG,MMRT_RT_PT_A_PT,M,2025-M08,68.97,2025-08-01
ARG,MMRT_RT_PT_A_PT,M,2025-M09,47.16,2025-09-01
ARG,MMRT_RT_PT_A_PT,M,2025-M10,68.27,2025-10-01
ARG,MMRT_RT_PT_A_PT,M,2025-M11,28.12,2025-11-01
ARG,MMRT_RT_PT_A_PT,M,2025-M12,24.06,2025-12-01
ARG,MMRT_RT_PT_A_PT,M,2026-M01,35.58,2026-01-01
ARG,MMRT_RT_PT_A_PT,M,2026-M02,31.3,2026-02-01
ARG,MMRT_RT_PT_A_PT,M,2026-M03,21.21,2026-03-01
ARG,MMRT_RT_PT_A_PT,M,2026-M04,20.82,2026-04-01
ARG,MMRT_RT_PT_A_PT,M,2026-M05,20.11,2026-05-01
ARM,MMRT_RT_PT_A_PT,M,2015-M01,23.6441620011285,2015-01-01
ARM,MMRT_RT_PT_A_PT,M,2015-M02,21.6853711790393,2015-02-01
ARM,MMRT_RT_PT_A_PT,M,2015-M03,19.1889434254909,2015-03-01
ARM,MMRT_RT_PT_A_PT,M,2015-M04,14.6703311741348,2015-04-01
ARM,MMRT_RT_PT_A_PT,M,2015-M05,12.1709193546944,2015-05-01
ARM,MMRT_RT_PT_A_PT,M,2015-M06,11.3020119360018,2015-06-01
ARM,MMRT_RT_PT_A_PT,M,2015-M07,11.0485,2015-07-01
ARM,MMRT_RT_PT_A_PT,M,2015-M08,10.4487,2015-08-01
ARM,MMRT_RT_PT_A_PT,M,2015-M09,11.4778944682191,2015-09-01
ARM,MMRT_RT_PT_A_PT,M,2015-M10,10.3639368451972,2015-10-01
ARM,MMRT_RT_PT_A_PT,M,2015-M11,9.71433166192299,2015-11-01
ARM,MMRT_RT_PT_A_PT,M,2015-M12,9.86974416990512,2015-12-01
ARM,MMRT_RT_PT_A_PT,M,2016-M01,8.94822568223859,2016-01-01
ARM,MMRT_RT_PT_A_PT,M,2016-M02,8.8929841673204,2016-02-01
ARM,MMRT_RT_PT_A_PT,M,2016-M03,8.6553982247949,2016-03-01
ARM,MMRT_RT_PT_A_PT,M,2016-M04,8.39461486593417,2016-04-01
ARM,MMRT_RT_PT_A_PT,M,2016-M05,8.04950263054007,2016-05-01
ARM,MMRT_RT_PT_A_PT,M,2016-M06,7.78622607089011,2016-06-01
ARM,MMRT_RT_PT_A_PT,M,2016-M07,7.48468795253203,2016-07-01
ARM,MMRT_RT_PT_A_PT,M,2016-M08,7.16646224410558,2016-08-01
ARM,MMRT_RT_PT_A_PT,M,2016-M09,6.93146698549371,2016-09-01
ARM,MMRT_RT_PT_A_PT,M,2016-M10,6.5978683227364,2016-10-01
ARM,MMRT_RT_PT_A_PT,M,2016-M11,5.86474655937072,2016-11-01
ARM,MMRT_RT_PT_A_PT,M,2016-M12,5.80741255528203,2016-12-01
ARM,MMRT_RT_PT_A_PT,M,2017-M01,5.89459104345679,2017-01-01
ARM,MMRT_RT_PT_A_PT,M,2017-M02,6.11594191730745,2017-02-01
ARM,MMRT_RT_PT_A_PT,M,2017-M03,5.99634398699603,2017-03-01
ARM,MMRT_RT_PT_A_PT,M,2017-M04,6.01450955593151,2017-04-01
ARM,MMRT_RT_PT_A_PT,M,2017-M05,5.86874314776386,2017-05-01
ARM,MMRT_RT_PT_A_PT,M,2017-M06,5.59081632955585,2017-06-01
ARM,MMRT_RT_PT_A_PT,M,2017-M07,5.52924184204067,2017-07-01
ARM,MMRT_RT_PT_A_PT,M,2017-M08,5.30523990959651,2017-08-01
ARM,MMRT_RT_PT_A_PT,M,2017-M09,5.1922090506593,2017-09-01
ARM,MMRT_RT_PT_A_PT,M,2017-M10,5.66115635683574,2017-10-01
ARM,MMRT_RT_PT_A_PT,M,2017-M11,5.83658564624655,2017-11-01
ARM,MMRT_RT_PT_A_PT,M,2017-M12,6.15184528179525,2017-12-01
ARM,MMRT_RT_PT_A_PT,M,2018-M01,6.03090622820758,2018-01-01
ARM,MMRT_RT_PT_A_PT,M,2018-M02,5.81360202441708,2018-02-01
ARM,MMRT_RT_PT_A_PT,M,2018-M03,5.98309050654545,2018-03-01
ARM,MMRT_RT_PT_A_PT,M,2018-M04,5.85665582707858,2018-04-01
ARM,MMRT_RT_PT_A_PT,M,2018-M05,6.19857953217337,2018-05-01
ARM,MMRT_RT_PT_A_PT,M,2018-M06,6.07800358846087,2018-06-01
ARM,MMRT_RT_PT_A_PT,M,2018-M07,6.16342452005324,2018-07-01
ARM,MMRT_RT_PT_A_PT,M,2018-M08,6.14517407080619,2018-08-01
