COUNTRY,INDICATOR,FREQUENCY,time,value,date
MOZ,MMRT_RT_PT_A_PT,M,2020-M08,10.25,2020-08-01
MOZ,MMRT_RT_PT_A_PT,M,2020-M09,10.25,2020-09-01
MOZ,MMRT_RT_PT_A_PT,M,2020-M10,10.25,2020-10-01
MOZ,MMRT_RT_PT_A_PT,M,2020-M11,10.25,2020-11-01
MOZ,MMRT_RT_PT_A_PT,M,2020-M12,10.25,2020-12-01
MOZ,MMRT_RT_PT_A_PT,M,2021-M01,13.25,2021-01-01
MOZ,MMRT_RT_PT_A_PT,M,2021-M02,13.25,2021-02-01
MOZ,MMRT_RT_PT_A_PT,M,2021-M03,13.25,2021-03-01
MOZ,MMRT_RT_PT_A_PT,M,2021-M04,13.25,2021-04-01
MOZ,MMRT_RT_PT_A_PT,M,2021-M05,13.25,2021-05-01
MOZ,MMRT_RT_PT_A_PT,M,2021-M06,13.25,2021-06-01
MOZ,MMRT_RT_PT_A_PT,M,2021-M07,13.25,2021-07-01
MOZ,MMRT_RT_PT_A_PT,M,2021-M08,13.25,2021-08-01
MOZ,MMRT_RT_PT_A_PT,M,2021-M09,13.25,2021-09-01
MOZ,MMRT_RT_PT_A_PT,M,2021-M10,13.25,2021-10-01
MOZ,MMRT_RT_PT_A_PT,M,2021-M11,13.25,2021-11-01
MOZ,MMRT_RT_PT_A_PT,M,2021-M12,13.25,2021-12-01
MOZ,MMRT_RT_PT_A_PT,M,2022-M01,13.25,2022-01-01
MOZ,MMRT_RT_PT_A_PT,M,2022-M02,13.25,2022-02-01
MOZ,MMRT_RT_PT_A_PT,M,2022-M03,15.25,2022-03-01
MOZ,MMRT_RT_PT_A_PT,M,2022-M04,15.25,2022-04-01
MOZ,MMRT_RT_PT_A_PT,M,2022-M05,15.25,2022-05-01
MOZ,MMRT_RT_PT_A_PT,M,2022-M06,15.25,2022-06-01
MOZ,MMRT_RT_PT_A_PT,M,2022-M07,15.25,2022-07-01
MOZ,MMRT_RT_PT_A_PT,M,2022-M08,15.25,2022-08-01
MOZ,MMRT_RT_PT_A_PT,M,2022-M09,15.25,2022-09-01
MOZ,MMRT_RT_PT_A_PT,M,2022-M10,17.25,2022-10-01
MOZ,MMRT_RT_PT_A_PT,M,2022-M11,17.25,2022-11-01
MOZ,MMRT_RT_PT_A_PT,M,2022-M12,17.25,2022-12-01
MOZ,MMRT_RT_PT_A_PT,M,2023-M01,17.25,2023-01-01
MOZ,MMRT_RT_PT_A_PT,M,2023-M02,17.25,2023-02-01
MOZ,MMRT_RT_PT_A_PT,M,2023-M03,17.25,2023-03-01
MOZ,MMRT_RT_PT_A_PT,M,2023-M04,17.25,2023-04-01
MOZ,MMRT_RT_PT_A_PT,M,2023-M05,17.25,2023-05-01
MOZ,MMRT_RT_PT_A_PT,M,2023-M06,17.25,2023-06-01
MOZ,MMRT_RT_PT_A_PT,M,2023-M07,17.25,2023-07-01
MOZ,MMRT_RT_PT_A_PT,M,2023-M08,17.25,2023-08-01
MOZ,MMRT_RT_PT_A_PT,M,2023-M09,17.25,2023-09-01
MOZ,MMRT_RT_PT_A_PT,M,2023-M10,17.25,2023-10-01
MOZ,MMRT_RT_PT_A_PT,M,2023-M11,17.25,2023-11-01
MOZ,MMRT_RT_PT_A_PT,M,2023-M12,17.25,2023-12-01
MOZ,MMRT_RT_PT_A_PT,M,2024-M01,17.25,2024-01-01
MOZ,MMRT_RT_PT_A_PT,M,2024-M02,16.5,2024-02-01
MOZ,MMRT_RT_PT_A_PT,M,2024-M03,16.5,2024-03-01
MOZ,MMRT_RT_PT_A_PT,M,2024-M04,15.75,2024-04-01
MOZ,MMRT_RT_PT_A_PT,M,2024-M05,15,2024-05-01
MOZ,MMRT_RT_PT_A_PT,M,2024-M06,15,2024-06-01
MOZ,MMRT_RT_PT_A_PT,M,2024-M07,15,2024-07-01
MOZ,MMRT_RT_PT_A_PT,M,2024-M08,14.25,2024-08-01
MOZ,MMRT_RT_PT_A_PT,M,2024-M09,14.25,2024-09-01
MOZ,MMRT_RT_PT_A_PT,M,2024-M10,13.5,2024-10-01
MOZ,MMRT_RT_PT_A_PT,M,2024-M11,12.75,2024-11-01
MOZ,MMRT_RT_PT_A_PT,M,2024-M12,12.75,2024-12-01
MOZ,MMRT_RT_PT_A_PT,M,2025-M01,12.66,2025-01-01
MOZ,MMRT_RT_PT_A_PT,M,2025-M02,12.25,2025-02-01
MOZ,MMRT_RT_PT_A_PT,M,2025-M03,11.75,2025-03-01
MOZ,MMRT_RT_PT_A_PT,M,2025-M04,11.75,2025-04-01
MOZ,MMRT_RT_PT_A_PT,M,2025-M05,11.75,2025-05-01
MOZ,MMRT_RT_PT_A_PT,M,2025-M06,11,2025-06-01
MOZ,MMRT_RT_PT_A_PT,M,2025-M07,11,2025-07-01
MOZ,MMRT_RT_PT_A_PT,M,2025-M08,10.25,2025-08-01
MOZ,MMRT_RT_PT_A_PT,M,2025-M09,10.25,2025-09-01
MOZ,MMRT_RT_PT_A_PT,M,2025-M10,9.75,2025-10-01
MOZ,MMRT_RT_PT_A_PT,M,2025-M11,10.75,2025-11-01
MOZ,MMRT_RT_PT_A_PT,M,2025-M12,9.5,2025-12-01
MOZ,MMRT_RT_PT_A_PT,M,2026-M01,9.5,2026-01-01
MOZ,MMRT_RT_PT_A_PT,M,2026-M02,9.25,2026-02-01
MOZ,MMRT_RT_PT_A_PT,M,2026-M03,9.25,2026-03-01
MOZ,MMRT_RT_PT_A_PT,M,2026-M04,9.25,2026-04-01
MSR,MMRT_RT_PT_A_PT,M,2015-M01,6.1467,2015-01-01
MSR,MMRT_RT_PT_A_PT,M,2015-M02,5.85,2015-02-01
MSR,MMRT_RT_PT_A_PT,M,2015-M03,6,2015-03-01
MSR,MMRT_RT_PT_A_PT,M,2015-M04,6.5286,2015-04-01
MSR,MMRT_RT_PT_A_PT,M,2015-M05,6.5286225,2015-05-01
MSR,MMRT_RT_PT_A_PT,M,2015-M06,6.5329341,2015-06-01
MSR,MMRT_RT_PT_A_PT,M,2015-M07,6.47,2015-07-01
MSR,MMRT_RT_PT_A_PT,M,2015-M08,6.47,2015-08-01
MSR,MMRT_RT_PT_A_PT,M,2015-M09,6.48,2015-09-01
MSR,MMRT_RT_PT_A_PT,M,2015-M10,6.48,2015-10-01
MSR,MMRT_RT_PT_A_PT,M,2015-M11,6.89,2015-11-01
MSR,MMRT_RT_PT_A_PT,M,2015-M12,6.89,2015-12-01
MSR,MMRT_RT_PT_A_PT,M,2016-M01,6.89,2016-01-01
MSR,MMRT_RT_PT_A_PT,M,2016-M02,6.89,2016-02-01
MSR,MMRT_RT_PT_A_PT,M,2016-M03,6.89,2016-03-01
MSR,MMRT_RT_PT_A_PT,M,2016-M04,6.89,2016-04-01
MSR,MMRT_RT_PT_A_PT,M,2016-M05,6.89,2016-05-01
MSR,MMRT_RT_PT_A_PT,M,2016-M06,6.89,2016-06-01
MUS,MMRT_RT_PT_A_PT,M,2015-M01,2.16406948432187,2015-01-01
MUS,MMRT_RT_PT_A_PT,M,2015-M02,1.68749370291517,2015-02-01
MUS,MMRT_RT_PT_A_PT,M,2015-M03,1.64456107594937,2015-03-01
MUS,MMRT_RT_PT_A_PT,M,2015-M04,1.68299841594277,2015-04-01
MUS,MMRT_RT_PT_A_PT,M,2015-M05,1.4711109375,2015-05-01
MUS,MMRT_RT_PT_A_PT,M,2015-M06,1.05599571734475,2015-06-01
MUS,MMRT_RT_PT_A_PT,M,2015-M07,0.98876404494382,2015-07-01
MUS,MMRT_RT_PT_A_PT,M,2015-M08,1.05355143678161,2015-08-01
MUS,MMRT_RT_PT_A_PT,M,2015-M09,1.15093101988997,2015-09-01
MUS,MMRT_RT_PT_A_PT,M,2015-M10,1.09451812555261,2015-10-01
MUS,MMRT_RT_PT_A_PT,M,2015-M11,1.10777334851936,2015-11-01
MUS,MMRT_RT_PT_A_PT,M,2015-M12,1.24161174355902,2015-12-01
MUS,MMRT_RT_PT_A_PT,M,2016-M01,1.5476386036961,2016-01-01
MUS,MMRT_RT_PT_A_PT,M,2016-M02,1.52985540119081,2016-02-01
MUS,MMRT_RT_PT_A_PT,M,2016-M03,1.45113562621674,2016-03-01
MUS,MMRT_RT_PT_A_PT,M,2016-M04,1.43814573708526,2016-04-01
MUS,MMRT_RT_PT_A_PT,M,2016-M05,1.58257113821138,2016-05-01
MUS,MMRT_RT_PT_A_PT,M,2016-M06,1.37727906976744,2016-06-01
MUS,MMRT_RT_PT_A_PT,M,2016-M07,2.53347347994825,2016-07-01
MUS,MMRT_RT_PT_A_PT,M,2016-M08,1.42646652864044,2016-08-01
MUS,MMRT_RT_PT_A_PT,M,2016-M09,1.33875780707842,2016-09-01
MUS,MMRT_RT_PT_A_PT,M,2016-M10,1.30585253456221,2016-10-01
MUS,MMRT_RT_PT_A_PT,M,2016-M11,1.61117339312407,2016-11-01
MUS,MMRT_RT_PT_A_PT,M,2016-M12,1.41777546777547,2016-12-01
MUS,MMRT_RT_PT_A_PT,M,2017-M01,1.31648936170213,2017-01-01
MUS,MMRT_RT_PT_A_PT,M,2017-M02,1.01340425531915,2017-02-01
MUS,MMRT_RT_PT_A_PT,M,2017-M03,0.955952380952381,2017-03-01
MUS,MMRT_RT_PT_A_PT,M,2017-M04,0.982758620689655,2017-04-01
MUS,MMRT_RT_PT_A_PT,M,2017-M05,0.938,2017-05-01
MUS,MMRT_RT_PT_A_PT,M,2017-M06,0.893013100436681,2017-06-01
MUS,MMRT_RT_PT_A_PT,M,2017-M07,0.873584196743709,2017-07-01
MUS,MMRT_RT_PT_A_PT,M,2017-M08,0.80398406374502,2017-08-01
MUS,MMRT_RT_PT_A_PT,M,2017-M09,0.847413793103448,2017-09-01
MUS,MMRT_RT_PT_A_PT,M,2017-M10,0.8157,2017-10-01
MUS,MMRT_RT_PT_A_PT,M,2017-M11,0.972374113884694,2017-11-01
MUS,MMRT_RT_PT_A_PT,M,2017-M12,0.925370919881306,2017-12-01
MUS,MMRT_RT_PT_A_PT,M,2018-M01,1.1414406504065,2018-01-01
MUS,MMRT_RT_PT_A_PT,M,2018-M02,2.35788970353841,2018-02-01
MUS,MMRT_RT_PT_A_PT,M,2018-M03,2.90449260042283,2018-03-01
MUS,MMRT_RT_PT_A_PT,M,2018-M04,3.4763,2018-04-01
MUS,MMRT_RT_PT_A_PT,M,2018-M05,3.2827,2018-05-01
MUS,MMRT_RT_PT_A_PT,M,2018-M06,3.2941,2018-06-01
MUS,MMRT_RT_PT_A_PT,M,2018-M07,3.30938095238095,2018-07-01
MUS,MMRT_RT_PT_A_PT,M,2018-M08,3.17909952400617,2018-08-01
MUS,MMRT_RT_PT_A_PT,M,2018-M09,3.30656416321703,2018-09-01
MUS,MMRT_RT_PT_A_PT,M,2018-M10,3.47484447900467,2018-10-01
MUS,MMRT_RT_PT_A_PT,M,2018-M11,3.25860251615097,2018-11-01
MUS,MMRT_RT_PT_A_PT,M,2018-M12,3.17557430007179,2018-12-01
MUS,MMRT_RT_PT_A_PT,M,2019-M01,3.20742574257426,2019-01-01
MUS,MMRT_RT_PT_A_PT,M,2019-M02,3.04774381368268,2019-02-01
MUS,MMRT_RT_PT_A_PT,M,2019-M03,2.96470588235294,2019-03-01
MUS,MMRT_RT_PT_A_PT,M,2019-M04,2.89375,2019-04-01
MUS,MMRT_RT_PT_A_PT,M,2019-M05,2.88529850369022,2019-05-01
MUS,MMRT_RT_PT_A_PT,M,2019-M06,2.04128827877508,2019-06-01
MUS,MMRT_RT_PT_A_PT,M,2019-M07,2.12530612244898,2019-07-01
MUS,MMRT_RT_PT_A_PT,M,2019-M08,2.1050894085282,2019-08-01
MUS,MMRT_RT_PT_A_PT,M,2019-M09,2.06430817610063,2019-09-01
MUS,MMRT_RT_PT_A_PT,M,2019-M10,1.95834733893557,2019-10-01
MUS,MMRT_RT_PT_A_PT,M,2019-M11,2.05390153779275,2019-11-01
MUS,MMRT_RT_PT_A_PT,M,2019-M12,2.08946078431373,2019-12-01
MUS,MMRT_RT_PT_A_PT,M,2020-M01,1.97129300118624,2020-01-01
MUS,MMRT_RT_PT_A_PT,M,2020-M02,2.1085,2020-02-01
MUS,MMRT_RT_PT_A_PT,M,2020-M03,1.68128205128205,2020-03-01
MUS,MMRT_RT_PT_A_PT,M,2020-M04,1.2085,2020-04-01
MUS,MMRT_RT_PT_A_PT,M,2020-M05,0.6929,2020-05-01
MUS,MMRT_RT_PT_A_PT,M,2020-M06,0.65,2020-06-01
MUS,MMRT_RT_PT_A_PT,M,2020-M07,0.5457,2020-07-01
MUS,MMRT_RT_PT_A_PT,M,2020-M08,0.4253,2020-08-01
MUS,MMRT_RT_PT_A_PT,M,2020-M09,0.4503,2020-09-01
MUS,MMRT_RT_PT_A_PT,M,2020-M10,0.45,2020-10-01
MUS,MMRT_RT_PT_A_PT,M,2020-M11,0.4056,2020-11-01
MUS,MMRT_RT_PT_A_PT,M,2020-M12,0.29758064516129,2020-12-01
MUS,MMRT_RT_PT_A_PT,M,2021-M01,0.177430167597765,2021-01-01
MUS,MMRT_RT_PT_A_PT,M,2021-M02,0.122163461538462,2021-02-01
MUS,MMRT_RT_PT_A_PT,M,2021-M03,0.12,2021-03-01
MUS,MMRT_RT_PT_A_PT,M,2021-M04,0.249070100143062,2021-04-01
MUS,MMRT_RT_PT_A_PT,M,2021-M05,0.25,2021-05-01
MUS,MMRT_RT_PT_A_PT,M,2021-M06,0.333023598820059,2021-06-01
MUS,MMRT_RT_PT_A_PT,M,2021-M07,0.28955223880597,2021-07-01
MUS,MMRT_RT_PT_A_PT,M,2021-M08,0.34043250327654,2021-08-01
MUS,MMRT_RT_PT_A_PT,M,2021-M09,1.19430391942194,2021-09-01
MUS,MMRT_RT_PT_A_PT,M,2021-M10,1.02,2021-10-01
MUS,MMRT_RT_PT_A_PT,M,2021-M11,0.323066298342541,2021-11-01
MUS,MMRT_RT_PT_A_PT,M,2021-M12,0.273421588594705,2021-12-01
MUS,MMRT_RT_PT_A_PT,M,2022-M01,0.25,2022-01-01
MUS,MMRT_RT_PT_A_PT,M,2022-M02,0.2508356545961,2022-02-01
MUS,MMRT_RT_PT_A_PT,M,2022-M03,0.297002538071066,2022-03-01
MUS,MMRT_RT_PT_A_PT,M,2022-M04,0.478653426979898,2022-04-01
MUS,MMRT_RT_PT_A_PT,M,2022-M05,0.56219103477168,2022-05-01
MUS,MMRT_RT_PT_A_PT,M,2022-M06,0.602880400751409,2022-06-01
MUS,MMRT_RT_PT_A_PT,M,2022-M07,0.619160583941606,2022-07-01
MUS,MMRT_RT_PT_A_PT,M,2022-M08,0.6,2022-08-01
MUS,MMRT_RT_PT_A_PT,M,2022-M09,0.6,2022-09-01
MUS,MMRT_RT_PT_A_PT,M,2022-M10,1.12749003984064,2022-10-01
MUS,MMRT_RT_PT_A_PT,M,2022-M11,2.48052884615385,2022-11-01
MUS,MMRT_RT_PT_A_PT,M,2022-M12,3.47392156862745,2022-12-01
MUS,MMRT_RT_PT_A_PT,M,2023-M01,4.42790697674419,2023-01-01
MUS,MMRT_RT_PT_A_PT,M,2023-M02,4.44782608695652,2023-02-01
MUS,MMRT_RT_PT_A_PT,M,2023-M03,4.0047619047619,2023-03-01
MUS,MMRT_RT_PT_A_PT,M,2023-M04,4.30253475061325,2023-04-01
MUS,MMRT_RT_PT_A_PT,M,2023-M05,4.25290396183364,2023-05-01
MUS,MMRT_RT_PT_A_PT,M,2023-M06,4.25850340136054,2023-06-01
MUS,MMRT_RT_PT_A_PT,M,2023-M07,3.45,2023-07-01
MUS,MMRT_RT_PT_A_PT,M,2023-M08,3.106,2023-08-01
MUS,MMRT_RT_PT_A_PT,M,2023-M09,3.1,2023-09-01
MUS,MMRT_RT_PT_A_PT,M,2023-M10,3.10086009174312,2023-10-01
MUS,MMRT_RT_PT_A_PT,M,2023-M11,3.13198049394368,2023-11-01
MUS,MMRT_RT_PT_A_PT,M,2023-M12,3.10263645156833,2023-12-01
MUS,MMRT_RT_PT_A_PT,M,2024-M01,3.1,2024-01-01
MUS,MMRT_RT_PT_A_PT,M,2024-M02,3.1,2024-02-01
MUS,MMRT_RT_PT_A_PT,M,2024-M03,3.12419649742058,2024-03-01
MUS,MMRT_RT_PT_A_PT,M,2024-M04,3.10590150349236,2024-04-01
MUS,MMRT_RT_PT_A_PT,M,2024-M05,3.09953488372093,2024-05-01
MUS,MMRT_RT_PT_A_PT,M,2024-M06,3.113574766,2024-06-01
MUS,MMRT_RT_PT_A_PT,M,2024-M07,3.15,2024-07-01
MUS,MMRT_RT_PT_A_PT,M,2024-M08,3.1,2024-08-01
MUS,MMRT_RT_PT_A_PT,M,2024-M09,3.1,2024-09-01
MUS,MMRT_RT_PT_A_PT,M,2024-M10,2.6,2024-10-01
MUS,MMRT_RT_PT_A_PT,M,2024-M11,2.51,2024-11-01
MUS,MMRT_RT_PT_A_PT,M,2024-M12,2.6,2024-12-01
MUS,MMRT_RT_PT_A_PT,M,2025-M01,2.75748206324882,2025-01-01
MUS,MMRT_RT_PT_A_PT,M,2025-M02,3.31719131285757,2025-02-01
MUS,MMRT_RT_PT_A_PT,M,2025-M03,3.54401384249313,2025-03-01
MUS,MMRT_RT_PT_A_PT,M,2025-M04,3.53,2025-04-01
MUS,MMRT_RT_PT_A_PT,M,2025-M05,3.54971369690691,2025-05-01
MUS,MMRT_RT_PT_A_PT,M,2025-M06,3.54971369690691,2025-06-01
MUS,MMRT_RT_PT_A_PT,M,2025-M07,3.55,2025-07-01
MUS,MMRT_RT_PT_A_PT,M,2025-M08,3.54,2025-08-01
MUS,MMRT_RT_PT_A_PT,M,2025-M09,3.41610169491525,2025-09-01
MUS,MMRT_RT_PT_A_PT,M,2025-M10,3.26508762489951,2025-10-01
MUS,MMRT_RT_PT_A_PT,M,2025-M11,3.29444168761444,2025-11-01
MUS,MMRT_RT_PT_A_PT,M,2025-M12,3.25,2025-12-01
MUS,MMRT_RT_PT_A_PT,M,2026-M01,3.25,2026-01-01
MUS,MMRT_RT_PT_A_PT,M,2026-M02,3.25,2026-02-01
MUS,MMRT_RT_PT_A_PT,M,2026-M03,3.25,2026-03-01
MUS,MMRT_RT_PT_A_PT,M,2026-M04,3.25,2026-04-01
MUS,MMRT_RT_PT_A_PT,M,2026-M05,3.25,2026-05-01
MYS,MMRT_RT_PT_A_PT,M,2015-M01,3.25,2015-01-01
MYS,MMRT_RT_PT_A_PT,M,2015-M02,3.22,2015-02-01
MYS,MMRT_RT_PT_A_PT,M,2015-M03,3.23,2015-03-01
MYS,MMRT_RT_PT_A_PT,M,2015-M04,3.23,2015-04-01
MYS,MMRT_RT_PT_A_PT,M,2015-M05,3.23,2015-05-01
MYS,MMRT_RT_PT_A_PT,M,2015-M06,3.23,2015-06-01
MYS,MMRT_RT_PT_A_PT,M,2015-M07,3.23,2015-07-01
MYS,MMRT_RT_PT_A_PT,M,2015-M08,3.22,2015-08-01
MYS,MMRT_RT_PT_A_PT,M,2015-M09,3.18,2015-09-01
MYS,MMRT_RT_PT_A_PT,M,2015-M10,3.17,2015-10-01
MYS,MMRT_RT_PT_A_PT,M,2015-M11,3.18,2015-11-01
MYS,MMRT_RT_PT_A_PT,M,2015-M12,3.11,2015-12-01
MYS,MMRT_RT_PT_A_PT,M,2016-M01,3.121,2016-01-01
MYS,MMRT_RT_PT_A_PT,M,2016-M02,3.14,2016-02-01
MYS,MMRT_RT_PT_A_PT,M,2016-M03,3.15,2016-03-01
MYS,MMRT_RT_PT_A_PT,M,2016-M04,3.16,2016-04-01
MYS,MMRT_RT_PT_A_PT,M,2016-M05,3.17,2016-05-01
MYS,MMRT_RT_PT_A_PT,M,2016-M06,3.18,2016-06-01
MYS,MMRT_RT_PT_A_PT,M,2016-M07,2.99,2016-07-01
MYS,MMRT_RT_PT_A_PT,M,2016-M08,2.93,2016-08-01
MYS,MMRT_RT_PT_A_PT,M,2016-M09,2.968,2016-09-01
MYS,MMRT_RT_PT_A_PT,M,2016-M10,2.982,2016-10-01
MYS,MMRT_RT_PT_A_PT,M,2016-M11,2.985,2016-11-01
MYS,MMRT_RT_PT_A_PT,M,2016-M12,2.99,2016-12-01
MYS,MMRT_RT_PT_A_PT,M,2017-M01,3,2017-01-01
MYS,MMRT_RT_PT_A_PT,M,2017-M02,3,2017-02-01
MYS,MMRT_RT_PT_A_PT,M,2017-M03,3,2017-03-01
MYS,MMRT_RT_PT_A_PT,M,2017-M04,3,2017-04-01
MYS,MMRT_RT_PT_A_PT,M,2017-M05,3,2017-05-01
MYS,MMRT_RT_PT_A_PT,M,2017-M06,2.99,2017-06-01
MYS,MMRT_RT_PT_A_PT,M,2017-M07,2.98,2017-07-01
MYS,MMRT_RT_PT_A_PT,M,2017-M08,2.97,2017-08-01
MYS,MMRT_RT_PT_A_PT,M,2017-M09,2.96,2017-09-01
MYS,MMRT_RT_PT_A_PT,M,2017-M10,2.96,2017-10-01
MYS,MMRT_RT_PT_A_PT,M,2017-M11,2.94,2017-11-01
MYS,MMRT_RT_PT_A_PT,M,2017-M12,2.93,2017-12-01
MYS,MMRT_RT_PT_A_PT,M,2018-M01,2.9895,2018-01-01
MYS,MMRT_RT_PT_A_PT,M,2018-M02,3.19,2018-02-01
MYS,MMRT_RT_PT_A_PT,M,2018-M03,3.2,2018-03-01
MYS,MMRT_RT_PT_A_PT,M,2018-M04,3.19,2018-04-01
MYS,MMRT_RT_PT_A_PT,M,2018-M05,3.21,2018-05-01
MYS,MMRT_RT_PT_A_PT,M,2018-M06,3.2,2018-06-01
MYS,MMRT_RT_PT_A_PT,M,2018-M07,3.22,2018-07-01
MYS,MMRT_RT_PT_A_PT,M,2018-M08,3.22,2018-08-01
MYS,MMRT_RT_PT_A_PT,M,2018-M09,3.22,2018-09-01
MYS,MMRT_RT_PT_A_PT,M,2018-M10,3.24,2018-10-01
MYS,MMRT_RT_PT_A_PT,M,2018-M11,3.22,2018-11-01
MYS,MMRT_RT_PT_A_PT,M,2018-M12,3.22,2018-12-01
MYS,MMRT_RT_PT_A_PT,M,2019-M01,3.21,2019-01-01
MYS,MMRT_RT_PT_A_PT,M,2019-M02,3.21,2019-02-01
MYS,MMRT_RT_PT_A_PT,M,2019-M03,3.23,2019-03-01
MYS,MMRT_RT_PT_A_PT,M,2019-M04,3.215,2019-04-01
MYS,MMRT_RT_PT_A_PT,M,2019-M05,3.01,2019-05-01
MYS,MMRT_RT_PT_A_PT,M,2019-M06,2.969,2019-06-01
MYS,MMRT_RT_PT_A_PT,M,2019-M07,2.98,2019-07-01
MYS,MMRT_RT_PT_A_PT,M,2019-M08,2.97,2019-08-01
MYS,MMRT_RT_PT_A_PT,M,2019-M09,2.97,2019-09-01
MYS,MMRT_RT_PT_A_PT,M,2019-M10,2.95,2019-10-01
MYS,MMRT_RT_PT_A_PT,M,2019-M11,2.97,2019-11-01
MYS,MMRT_RT_PT_A_PT,M,2019-M12,2.96,2019-12-01
MYS,MMRT_RT_PT_A_PT,M,2020-M01,2.89,2020-01-01
MYS,MMRT_RT_PT_A_PT,M,2020-M02,2.75,2020-02-01
MYS,MMRT_RT_PT_A_PT,M,2020-M03,2.51,2020-03-01
MYS,MMRT_RT_PT_A_PT,M,2020-M04,2.5,2020-04-01
MYS,MMRT_RT_PT_A_PT,M,2020-M05,2.03,2020-05-01
MYS,MMRT_RT_PT_A_PT,M,2020-M06,1.98,2020-06-01
MYS,MMRT_RT_PT_A_PT,M,2020-M07,1.79,2020-07-01
MYS,MMRT_RT_PT_A_PT,M,2020-M08,1.74,2020-08-01
MYS,MMRT_RT_PT_A_PT,M,2020-M09,1.74,2020-09-01
MYS,MMRT_RT_PT_A_PT,M,2020-M10,1.75,2020-10-01
MYS,MMRT_RT_PT_A_PT,M,2020-M11,1.74,2020-11-01
MYS,MMRT_RT_PT_A_PT,M,2020-M12,1.74,2020-12-01
MYS,MMRT_RT_PT_A_PT,M,2021-M01,1.74,2021-01-01
MYS,MMRT_RT_PT_A_PT,M,2021-M02,1.75,2021-02-01
MYS,MMRT_RT_PT_A_PT,M,2021-M03,1.73,2021-03-01
MYS,MMRT_RT_PT_A_PT,M,2021-M04,1.72,2021-04-01
MYS,MMRT_RT_PT_A_PT,M,2021-M05,1.73,2021-05-01
MYS,MMRT_RT_PT_A_PT,M,2021-M06,1.72,2021-06-01
MYS,MMRT_RT_PT_A_PT,M,2021-M07,1.74,2021-07-01
MYS,MMRT_RT_PT_A_PT,M,2021-M08,1.74,2021-08-01
MYS,MMRT_RT_PT_A_PT,M,2021-M09,1.75,2021-09-01
MYS,MMRT_RT_PT_A_PT,M,2021-M10,1.74,2021-10-01
MYS,MMRT_RT_PT_A_PT,M,2021-M11,1.74,2021-11-01
MYS,MMRT_RT_PT_A_PT,M,2021-M12,1.74,2021-12-01
MYS,MMRT_RT_PT_A_PT,M,2022-M01,1.75,2022-01-01
MYS,MMRT_RT_PT_A_PT,M,2022-M02,1.74,2022-02-01
MYS,MMRT_RT_PT_A_PT,M,2022-M03,1.74,2022-03-01
MYS,MMRT_RT_PT_A_PT,M,2022-M04,1.74,2022-04-01
MYS,MMRT_RT_PT_A_PT,M,2022-M05,1.93,2022-05-01
MYS,MMRT_RT_PT_A_PT,M,2022-M06,1.99,2022-06-01
MYS,MMRT_RT_PT_A_PT,M,2022-M07,2.19,2022-07-01
MYS,MMRT_RT_PT_A_PT,M,2022-M08,2.23,2022-08-01
MYS,MMRT_RT_PT_A_PT,M,2022-M09,2.43,2022-09-01
MYS,MMRT_RT_PT_A_PT,M,2022-M10,2.49,2022-10-01
MYS,MMRT_RT_PT_A_PT,M,2022-M11,2.71,2022-11-01
MYS,MMRT_RT_PT_A_PT,M,2022-M12,2.74,2022-12-01
MYS,MMRT_RT_PT_A_PT,M,2023-M01,2.74,2023-01-01
MYS,MMRT_RT_PT_A_PT,M,2023-M02,2.74,2023-02-01
MYS,MMRT_RT_PT_A_PT,M,2023-M03,2.74,2023-03-01
MYS,MMRT_RT_PT_A_PT,M,2023-M04,2.74,2023-04-01
MYS,MMRT_RT_PT_A_PT,M,2023-M05,2.97,2023-05-01
MYS,MMRT_RT_PT_A_PT,M,2023-M06,2.99,2023-06-01
MYS,MMRT_RT_PT_A_PT,M,2023-M07,3.01,2023-07-01
MYS,MMRT_RT_PT_A_PT,M,2023-M08,3,2023-08-01
MYS,MMRT_RT_PT_A_PT,M,2023-M09,3,2023-09-01
MYS,MMRT_RT_PT_A_PT,M,2023-M10,3,2023-10-01
MYS,MMRT_RT_PT_A_PT,M,2023-M11,3,2023-11-01
MYS,MMRT_RT_PT_A_PT,M,2023-M12,3,2023-12-01
MYS,MMRT_RT_PT_A_PT,M,2024-M01,3,2024-01-01
MYS,MMRT_RT_PT_A_PT,M,2024-M02,3,2024-02-01
MYS,MMRT_RT_PT_A_PT,M,2024-M03,3.01,2024-03-01
MYS,MMRT_RT_PT_A_PT,M,2024-M04,3.01,2024-04-01
MYS,MMRT_RT_PT_A_PT,M,2024-M05,3,2024-05-01
MYS,MMRT_RT_PT_A_PT,M,2024-M06,3.01,2024-06-01
MYS,MMRT_RT_PT_A_PT,M,2024-M07,3,2024-07-01
MYS,MMRT_RT_PT_A_PT,M,2024-M08,3.01,2024-08-01
MYS,MMRT_RT_PT_A_PT,M,2024-M09,3.01,2024-09-01
MYS,MMRT_RT_PT_A_PT,M,2024-M10,3,2024-10-01
MYS,MMRT_RT_PT_A_PT,M,2024-M11,3,2024-11-01
MYS,MMRT_RT_PT_A_PT,M,2024-M12,3,2024-12-01
MYS,MMRT_RT_PT_A_PT,M,2025-M01,3,2025-01-01
MYS,MMRT_RT_PT_A_PT,M,2025-M02,3.01,2025-02-01
MYS,MMRT_RT_PT_A_PT,M,2025-M03,3,2025-03-01
