date,NIR,NDA,gov_account,banks_net,repo_total,repo_main,repo_long,repo_fine,repo_lombard,fx_swap_attract,deposits,deposit_auctions,reverse_repo,fx_swap_alloc,securities_issued,other_net,monetary_base,currency_outside_cba,corr_dram,corr_fx,other_banks_dram,other_banks_fx,other_residents,other_dram,other_fx
2025-11-11,1420603.2727104,437678.92604075,-430810.0316772,452047.6387936,245285.997335,165192.600379,NA,80093.396956,NA,NA,75210.8164381,NA,NA,NA,NA,416441.31892435,1858282.1987511,1098643.812619,121277.8537043,624933.1161212,2.3703977,604.5771761,7541.9433775,5278.5253553,12820.4687328
2025-11-12,1404024.5391739,512486.60615763,-461620.8249756,557021.6284889,275000,275000,NA,NA,NA,NA,NA,NA,NA,NA,NA,417085.80264433,1916511.1453315,1098362.055622,193818.5936906,610533.7993664,2.3139374,573.3193409,8604.803184,4616.2601902,13221.063374200001
2025-11-13,1405229.221803,509314.36900993,-463560.4321859,557124.3110512,275053.503119,275053.503119,NA,NA,NA,NA,NA,NA,NA,NA,NA,415750.49014463,1914543.5908129,1095642.561852,196552.0085463,610708.0564059,2.2865755,574.2523164,6239.4965968,4824.92852,11064.4251168
2025-11-14,1400571.4636108,513531.30479793,-460278.4857016,557227.0024676,275107.006236,275107.006236,NA,NA,NA,NA,NA,NA,NA,NA,NA,416582.78803193,1914102.7684087,1098246.821222,189351.083644,611153.5659739,2.2373498,574.0423138,8650.1608225,6124.8570827,14775.0179052
2025-11-17,1409056.7626592,528908.47601037,-439860.7710397,551511.420128,275267.515593,275267.515593,NA,NA,NA,NA,6000.8630137,NA,NA,NA,NA,417257.82692207,1937965.2386696,1097623.173032,214668.7895026,610485.3782723,4.1149822,588.89800519999994,7406.1968878,7188.6879875,14594.8848753
2025-11-18,1404020.9546465,508212.17248058,-459298.8875141,557610.116607,275321.018708,275321.018708,NA,NA,NA,NA,NA,NA,NA,NA,NA,409900.94338768,1912233.1271271,1093335.798132,199306.0430499,607059.8325397,4.0209872,589.2023863,7386.5823068,4551.6477252,11938.230032
2025-11-19,1430598.0232807,525077.21627887,-489698.4465136,602338.3254105,320000,260000,NA,60000,NA,NA,NA,NA,NA,NA,NA,412437.33738197,1955675.2395596,1090426.682892,246889.4163083,605406.2735062,3.9748848,588.2090385,7378.7821477,4981.9007821,12360.6829298
2025-11-20,1429877.299884,473579.70914105,-539969.9863438,602449.6221024,320062.060315,260050.606607,NA,60011.453708,NA,NA,NA,NA,NA,NA,NA,411100.07338245,1903457.009025,1086736.409258,196217.0193563,605473.6599191,3.9405192000000002,588.3984513,9550.8623709,4886.7191502,14437.5815211
2025-11-21,1425357.9410404,475092.886196,-533994.1141606,597560.208486,320124.120634,260101.213214,NA,60022.90742,NA,NA,5000.7191781,NA,NA,NA,NA,411526.7918706,1900450.8272364,1085210.803188,192252.1536639,605754.9131908,3.9148581,587.7392247,11160.4157303,5480.8873806,16641.3031109
2025-11-24,1422298.8986626,481265.88385846,-526648.6961646,598894.3222145,320310.301582,260253.033035,NA,60057.268547,NA,NA,4000.5753425,NA,NA,NA,NA,409020.25780856,1903564.7825211,1083273.068433,197663.2407052,609158.2429066,3.8483896,718.0265362,8382.3955881,4365.9599624,12748.3555505
2025-11-25,1421841.6851457,472765.18036241,-526026.4666126,603671.5813879,320372.3619,260303.63964,NA,60068.72226,NA,NA,3000.4315068,NA,NA,NA,NA,395120.06558711,1894606.8655081,1079451.0211395,192202.9048576,609429.7349091,3.8335412,717.4269691,7599.4806879,5202.4634037,12801.9440916
2025-11-26,1440430.8979657,504334.00742315,-513353.1602929,610432.0248001,326000,260000,NA,66000,NA,NA,7001.0068493,NA,NA,NA,NA,407255.14291595,1944764.9053888,1078379.0634816,210146.0428187,629636.9140132,3.7474553,717.8188563,20640.4675566,5240.8512071,25881.3187637
2025-11-27,1440399.3685424,506297.25500939,-514206.3255262,610546.2084348,326063.121748,260050.624999,NA,66012.496749,NA,NA,7001.0068493,NA,NA,NA,NA,409957.37210079,1946696.6235518,1077502.7174758,242337.8486124,613273.9929998,3.6850551,718.0185181,7558.7339932,5301.6268974,12860.3608906
2025-11-28,1452366.6063884,506502.02294655,-515732.7515395,612887.664068,326252.486997,260202.5,NA,66049.986997,NA,NA,5002.1575342,NA,NA,NA,NA,409347.11041805,1958868.629335,1080927.2681758,240310.9251816,623336.8618194,3.6644344,664.8272568,7538.2847768,6086.7976902,13625.082467
2025-12-01,1440314.3231285,552320.63801034,-464708.5833192,602001.7408142,326315.608747,260253.125,NA,66062.483747,NA,NA,16002.3013699,NA,NA,NA,NA,415027.48051534,1992634.9611388,1086428.0716958,281030.5829296,610862.7679926,3.5864593,665.7752459,7497.2765609,6146.9002547,13644.1768156
2025-12-02,1443687.6563164,535243.19490276,-467793.3015794,590076.4817288,326378.730495,260303.749999,NA,66074.980496,NA,NA,28004.0273972,NA,NA,NA,NA,412960.01475336,1978930.8512192,1087742.9788408,260454.0838425,616738.4731478,3.5561843,665.5691761,7358.7345704,5967.4554573,13326.1900277
2025-12-03,1437708.1745706,437281.48426106,-466500.9831699,490752.0263118,205000,205000,NA,NA,NA,NA,6000.8630137,NA,NA,NA,NA,413030.44111916,1874989.6588317,1089403.3063908,160649.9920681,611525.7137647,3.5155735,666.5379483,7978.9536368,4761.6394495,12740.5930863
2025-12-04,1448806.7492158,457407.02763627,-453496.2415938,496843.9299248,205039.920664,205039.920664,NA,NA,NA,NA,NA,NA,NA,NA,NA,414059.33930528,1906213.7768521,1094404.7357978,194424.3607453,603902.8951914,3.4186875,666.7069023,8109.1062418,4702.553286,12811.6595278
2025-12-05,1452021.325333,453244.68383265,-452693.9317502,491373.5614909,205079.841327,205079.841327,NA,NA,NA,NA,6000.8630137,NA,NA,NA,NA,414565.05409195,1905266.0091656,1101611.7269071,178707.8326708,606514.3608132,4.2636421,705.3340451,12228.0466122,5494.4444751,17722.4910873
2025-12-08,1455880.0511974,441725.20357829,-449002.141304,476644.8175067,205199.603322,205199.603322,NA,NA,NA,NA,21003.020548,NA,NA,NA,NA,414082.52737559,1897605.2547757,1105595.1158071,168163.2783052,611247.4361123,4.1583364,862.6086372,7030.1347861,4702.5227914,11732.6575775
2025-12-09,1463544.114682,454045.3312185,-444463.5724212,484537.0958008,205239.523986,205239.523986,NA,NA,NA,NA,13201.8986302,NA,NA,NA,NA,413971.8078389,1917589.4459005,1104809.6325506,185627.6743083,610901.4587094,4.0578921,862.7998257,7009.4841999,8374.3384145,15383.8226144
2025-12-10,1456258.3294586,444926.2850241,-455410.6951696,485049.3489827,202000,160000,NA,42000,NA,NA,9501.3664383,NA,NA,NA,NA,415287.63121100003,1901184.6144827,1105640.4251756,176669.8271262,607755.1707876,4.0137859,862.9462457,5704.2286736,4548.0026881,10252.2313617
2025-12-11,1463736.7115909,439408.88026131,-454013.3852693,479639.0090523,202039.196929,160031.193964,NA,42008.002965,NA,NA,15002.1575342,NA,NA,NA,NA,413783.25647831,1903145.5918522,1104505.9614756,172919.0713045,614718.114649,3.8643163,864.4201731,5795.232409,4338.9275247,10134.1599337
2025-12-12,1458077.6259433,435972.25647152,-446476.1832642,468586.3555585,202078.393857,160062.387929,NA,42016.005928,NA,NA,27503.9554794,NA,NA,NA,NA,413862.08417722,1894049.8824148,1107070.8668956,161285.0169478,613494.1197861,3.7800747,864.6700353,6674.3091259,4657.1195494,11331.4286753
2025-12-15,1458571.5314029,419004.05560915,-440158.2795377,445595.6884085,202195.984641,160155.96982,NA,42040.014821,NA,NA,49507.119863,NA,NA,NA,NA,413566.64673835,1877575.587012,1105184.4955246,135628.3341034,618624.858465,3.5197513,991.845119,11303.3365729,5839.1974758,17142.5340487
2025-12-16,1473288.5393712,412383.42084473,-448128.8160356,447686.5242269,202235.181573,160187.163787,NA,42048.017786,NA,NA,47506.8321916,NA,NA,NA,NA,412825.71265343,1885671.9602159,1104042.3866239,132600.1397742,634707.0141842,3.4103744,992.3973978,8553.8454603,4772.7664011,13326.6118614
2025-12-17,1480092.6492575,544080.41949496,-447783.8795592,579002.7241497,286000,225000,NA,61000,NA,NA,NA,NA,NA,NA,NA,412861.57490446,2024173.0687525,1101359.049373,282274.5232794,625786.5397189,3.3518803,991.2344653,9049.1053898,4709.2646458,13758.3700356
2025-12-18,1547915.7638193,471701.24882972,-514155.0457276,572106.5667941,286053.433571,225042.436051,NA,61010.99752,NA,NA,7000.9589041,NA,NA,NA,NA,413749.72776322,2019617.012649,1102716.222911,271055.6162642,630731.6508221,3.2372497,991.1225506,8692.2218047,5426.9410467,14119.1628514
2025-12-19,1532873.6836881,444453.91914623,-548222.3249595,579358.824123,286106.867146,225084.872105,NA,61021.995041,NA,NA,NA,NA,NA,NA,NA,413317.41998273,1977327.6028343,1109451.340879,231770.6483547,621349.4630399,3.1812021,990.9088087,9449.1906087,4312.8699412,13762.0605499
2025-12-22,1534750.9692549,394955.91958644,-583778.2140455,565620.5576685,286267.167862,225212.18026,NA,61054.987602,NA,NA,14001.9178082,NA,NA,NA,NA,413113.57596344,1929706.8888413,1110000.525078,179799.5093404,624481.6183101,3.0613377,936.6093408,10741.0052743,3744.56016,14485.5654343
2025-12-23,1551072.4146196,391759.36365165,-576903.2793867,563725.1492768,286320.601438,225254.616313,NA,61065.985125,NA,NA,16002.1917808,NA,NA,NA,NA,404937.49376155,1942831.7782712,1108208.8761519,196170.2257781,624348.2693085,4.886004,938.1279699,9380.161987,3781.2310718,13161.3930588
2025-12-24,1589231.5035341,517264.6991805,-567074.2865513,678994.8597975,536000,200000,NA,336000,NA,NA,152520.890411,NA,NA,NA,NA,405344.1259343,2106496.2027146,1109735.5226174,324090.130282,656395.4521656,5.3119468,937.9247455,11395.3738536,3936.4871037,15331.8609573
2025-12-25,1599127.849059,488263.19586192,-549523.11076,626284.7110833,536099.034063,200038.71927,NA,336060.314793,NA,NA,202027.6712329,NA,NA,NA,NA,411501.59553862,2087391.0449209,1115343.7234574,291821.7754965,669012.9266617,5.2433239,938.1432549,6352.4006537,3916.8320728,10269.2327265
2025-12-26,1611712.6820678,455316.51161945,-507906.4767074,552029.3968092,536198.068133,200077.438542,NA,336120.629591,NA,NA,275537.739726,NA,NA,NA,NA,411193.59151765,2067029.1936872,1126688.7767174,236654.4013347,681921.1902097,5.1588311,884.2997384,16893.1072222,3982.2596337,20875.3668559
2025-12-29,1582506.5746332,485114.23894983,-461604.6536733,537077.0390844,536495.170328,200193.596355,NA,336301.573973,NA,NA,290639.8082192,NA,NA,NA,NA,409641.85353873,2067620.813583,1139566.5834074,240523.4759619,671416.3301419,4.9830728,1292.1382247,9730.9375909,5086.3651834,14817.3027743
2025-12-30,1633941.88491,438992.24931138,-489537.2780286,518832.5223724,536693.23846,200232.315627,NA,336460.922833,NA,NA,309184.6849315,NA,NA,NA,NA,409697.00496758,2072934.1342214,1152022.6290064,211013.0467119,697905.3471,4.9344946,1294.6649879,6577.8895986,4115.622322,10693.5119206
2026-01-05,1562172.7046507,392101.34882091,-465271.2203026,447497.3013862,197223.098213,130000,NA,NA,67223.098213,NA,41305.6575342,NA,NA,NA,NA,409875.26773731,1954274.0534716,1150034.3373944,164366.3469954,627799.4988894,4.7099093,1292.5695223,6643.3885708,4133.20219,10776.5907608
2026-01-07,1565100.4385999,350847.20110915,-469449.4803257,411680.9125059,130000,130000,NA,NA,NA,NA,10001.3698631,NA,NA,NA,NA,408615.76892895,1915947.639709,1143739.5833444,130377.5124775,625981.4537728,4.5361224,1293.3827928,6520.3525563,8030.8186428,14551.1711991
2026-01-08,1556035.9184644,343611.48963906,-475593.845809,409781.2552153,130024.749877,130024.749877,NA,NA,NA,NA,6400.8767123,NA,NA,NA,NA,409424.08023276,1899647.4081035,1136937.9298204,128737.208521,621881.8267698,4.4460252,1291.9571673,6529.7370622,4264.3027376,10794.0397998
2026-01-09,1554413.1766389,342813.39214989,-479194.8476425,410248.9006019,132049.499752,130049.499752,NA,NA,2000,NA,8001.0958904,NA,NA,NA,NA,411759.33919049,1897226.5687888,1130349.6795725,132755.5541127,621605.8364595,4.4080607,1210.9501639,6892.4414826,4407.6989369,11300.1404195
2026-01-12,1559423.3663098,329376.10039546,-485672.8403231,404973.9276421,130123.749383,130123.749383,NA,NA,NA,NA,11501.5753425,NA,NA,NA,NA,410075.01307646,1888799.4667053,1124664.2432569,128440.1512438,625637.4887144,4.2053142,1212.1813369,4604.987083,4236.2097561,8841.1968390998
2026-01-13,1588463.9176741,282930.9208562,-488204.4731405,360847.9851261,130148.499258,130148.499258,NA,NA,NA,NA,55957.6643835,NA,NA,NA,NA,410287.4088706,1871394.8385303,1117532.6806869,119141.8321484,624617.533942,4.0814234,1210.685657,4659.0390811,4228.9855915,8888.0246726
2026-01-14,1576553.9227978,417249.52672736,-557712.2582556,559207.6436082,272500,272500,NA,NA,NA,NA,NA,NA,NA,NA,NA,415754.14137476,1993803.4495252,1112790.7697069,255866.2262657,614615.3662656,3.937487,1208.8660287,4695.2471687,4623.0366026,9318.2837713
2026-01-15,1589876.2260028,428618.81168142,-548905.5941045,559310.1909479,272552.044808,272552.044808,NA,NA,NA,NA,NA,NA,NA,NA,NA,418214.21483802,2018495.0376842,1109099.8333762,286648.7178007,610818.323941,3.8134655,1205.4980209,6372.8641435,4345.9869364,10718.8510799
2026-01-16,1611316.5481712,419743.17906344,-556738.0435546,559412.7474681,272604.08962,272604.08962,NA,NA,NA,NA,NA,NA,NA,NA,NA,417068.47514994,2031059.7272346,1106007.1514762,281779.0180331,631302.5555855,3.6853296,1159.9891549,6428.0989046,4379.2287507,10807.3276553
2026-01-19,1610020.8840358,391580.45953134,-587100.9532004,559720.4721069,272760.224048,272760.224048,NA,NA,NA,NA,NA,NA,NA,NA,NA,418960.94062484,2001601.3435671,1105969.8522123,250752.4480951,632292.936655,3.3718331,1157.2020412,6593.6438209,4831.8889095,11425.5327304
2026-01-20,1616010.32162,311311.92786035,-664761.8906153,559920.7976736,272812.268857,272812.268857,NA,NA,NA,NA,NA,NA,NA,NA,NA,416153.02080205,1927322.2494803,1101597.6421423,203032.2904591,607851.4972582,3.1944444,1161.5218277,9203.1116281,4472.9917205,13676.1033486
2026-01-21,1621545.1912764,296072.25965162,-666872.0572926,547154.1068167,260000,260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,415790.21012752,1917617.450928,1093730.6122493,194470.36083,613082.8978918,2.9675093,1160.7817446,9129.8119058,6040.0187972,15169.830703
2026-01-22,1641037.7101633,290957.3229332,-665327.1070743,540248.9834405,260049.668388,260049.668388,NA,NA,NA,NA,7000.9589041,NA,NA,NA,NA,416035.446567,1931995.0330965,1088300.0418393,210191.8142871,616188.564646,2.838058,1318.477624,10696.4838895,5296.8127526,15993.2966421
2026-01-23,1636700.1662465,289320.93979298,-668501.2267513,542302.6380408,260099.336777,260099.336777,NA,NA,NA,NA,6000.8219178,NA,NA,NA,NA,415519.52850348,1926021.1060395,1089925.4770493,205119.01313,611486.7052104,4.6782987,1276.9786172,12992.36093,5215.8928039,18208.2537339
2026-01-26,1639197.2491336,297003.60969146,-663141.6385968,547375.2431265,260248.341944,260248.341944,NA,NA,NA,NA,NA,NA,NA,NA,NA,412770.00516176,1936200.8588251,1093306.6184193,214350.3881726,612714.993063,4.4745725,1280.5081756,10069.9486952,4473.9277269,14543.8764221
2026-01-29,1643571.6565085,289465.96536387,-644978.1830557,523351.7080168,239500,180000,NA,59500,NA,NA,1500.2054795,NA,NA,NA,NA,411092.44040277,1933037.6218724,1088287.1841623,189632.3381732,619486.030593,4.0036024,1284.4654282,29103.1956862,5240.4042271,34343.5999133
2026-01-30,1661981.0005137,270433.99546759,-651658.8291307,509298.7484296,239588.904847,180067.650905,NA,59521.253942,NA,NA,15704.3013698,NA,NA,NA,NA,412794.07616869,1932414.9959813,1087307.7984546,188146.1803554,640195.0911961,3.8474196,1282.3897053,10643.6744065,4836.0144438,15479.6888503
2026-02-02,1634483.524967,304848.83506521,-599483.2727703,492188.0151256,239677.8097,180135.301815,NA,59542.507885,NA,NA,33004.5205479,NA,NA,NA,NA,412144.09270991,1939332.3600322,1088426.9848159,217754.4688451,617446.8854096,3.4105191,1249.8604057,10229.6507664,4221.0992704,14450.7500368
2026-02-03,1650127.8780075,274821.90337199,-601012.9231642,460994.9857731,239722.262121,180169.127264,NA,59553.134857,NA,NA,64508.8356164,NA,NA,NA,NA,414839.84076308,1924949.7813795,1087598.7024854,203391.3833658,616194.8201938,5.0810963,1568.6846212,11496.1878933,4694.9217237,16191.109617
2026-02-04,1657464.460528,212449.75603856,-597063.6423884,393929.1904655,128000,100000,NA,NA,28000,NA,19902.7260274,NA,NA,NA,NA,415584.20796145,1869914.2165666,1088865.5811304,152335.5071959,613032.1594963,4.8877964,1569.2729569,10152.0929405,3954.7150502,14106.8079907
2026-02-05,1671691.6976214,187155.64816866,-585649.796759,356061.6518415,104018.555231,100018.555231,NA,NA,4000,NA,33804.630137,NA,NA,NA,NA,416743.79308616,1858847.3457901,1086774.2374758,128542.8434802,627265.4012531,4.7287126,1567.2179924,9979.8152793,4713.1015967,14692.916876
2026-02-06,1669628.983833,177845.55485835,-582252.7312708,345409.0103228,100037.110461,100037.110461,NA,NA,NA,NA,42005.7534248,NA,NA,NA,NA,414689.27580635,1847474.5386913,1091938.1500258,131996.419905,607240.8860155,4.3962694,1488.8499286,10277.9587953,4527.8777517,14805.836547
2026-02-09,1692638.8332143,156362.36896888,-582035.607749,326714.0232954,100092.776157,100092.776157,NA,NA,NA,NA,60908.3424658,NA,NA,NA,NA,411683.95342248,1849001.2021832,1094612.8228658,110296.8804606,627264.4921948,4.0685021,1816.3802698,10344.2676376,4662.2902525,15006.5578901
2026-02-10,1731062.444794,148061.64181846,-577655.7633226,313210.3079891,100111.331388,100111.331388,NA,NA,NA,NA,74510.2054795,NA,NA,NA,NA,412507.09715196,1879124.0866125,1092636.5675358,119975.1052091,651244.7778324,3.9348969,1818.8435171,8492.7027906,4952.1548306,13444.8576212
2026-02-11,1742274.3196856,251617.63352479,-595415.759796,433859.8598407,146200,146200,NA,NA,NA,NA,NA,NA,NA,NA,NA,413173.53348009,1993891.9532104,1090842.4766748,239414.4399883,648626.314034,3.831055,1817.7452075,8343.5059043,4843.6403465,13187.1462508
2026-02-12,1743694.9276688,255404.19094867,-594838.8167956,434049.1684807,146226.980363,146226.980363,NA,NA,NA,NA,NA,NA,NA,NA,NA,416193.83926357,1999099.1186175,1088365.8128523,244351.565902,651335.3070479,3.7393392,1815.784408,8433.709194,4793.1998741,13226.9090681
2026-02-13,1766220.2340702,260477.30309911,-591932.8050117,434244.2525433,146253.96072,146253.96072,NA,NA,NA,NA,NA,NA,NA,NA,NA,418165.85556751,2026697.5371693,1091172.3442123,254811.4216635,665289.3678115,3.6219968,1811.7894589,8831.9438045,4777.0482218,13608.9920263
2026-02-16,1770021.9263776,242653.31097789,-586454.0602967,414474.6656354,146334.901804,146334.901804,NA,NA,NA,NA,20002.739726,NA,NA,NA,NA,414632.70563919,2012675.2373555,1093363.6282923,235061.2212837,666682.1893467,3.240622,2139.447765,10280.2711765,5145.2388693,15425.5100458
2026-02-17,1755822.20623,245532.04341879,-585999.3610106,412534.6461483,146361.882164,146361.882164,NA,NA,NA,NA,22003.0136986,NA,NA,NA,NA,418996.75828109,2001354.2496488,1088889.9380488,245906.8083712,648558.4629983,3.0385719,2133.4070806,10644.7069669,5217.8876111,15862.594578
2026-02-18,1754877.5053837,205716.99943502,-599846.5980208,388215.0460966,100000,90000,NA,NA,10000,NA,NA,NA,NA,NA,NA,417348.55135922,1960594.5048187,1085072.1097498,212118.6499536,645657.2027318,2.8655519,2137.7270907,10359.2708758,5246.6788651,15605.9497409
2026-02-19,1750752.3780929,183663.25462762,-625161.452513,388282.3186494,100016.503706,90016.503706,NA,NA,10000,NA,NA,NA,NA,NA,NA,420542.38849123,1934415.6327205,1082400.2442763,189039.6093773,645107.9216017,2.754177,2130.7578835,10424.10061,5310.2447947,15734.3454047
2026-02-20,1751909.8728022,164721.65245688,-656972.1642793,400660.6423595,112035.199194,90033.007413,NA,20000,2002.191781,NA,NA,NA,NA,NA,NA,421033.17437668,1916631.5252591,1084521.7075563,163378.9207128,647222.7872193,2.5939666,2128.5800753,14050.0591594,5326.8765694,19376.9357288
2026-02-23,1758966.0396211,154037.14656623,-661271.0297233,398854.7311042,110093.409356,90082.518533,NA,20010.890823,NA,NA,NA,NA,NA,NA,NA,416453.44518533,1913003.1861873,1077884.989984,171938.9879887,641046.2741584,3.4446803,2453.6352845,14456.9226102,5218.9314812,19675.8540914
2026-02-24,1763187.4507914,143839.12767489,-667209.2597366,397211.6925075,110113.543337,90099.022241,NA,20014.521096,NA,NA,NA,NA,NA,NA,NA,413836.694904,1907026.5784663,1073887.436154,168947.9640364,644846.0141485,3.3489595,2449.0150093,12572.1074063,4320.6927523,16892.8001586
2026-02-25,1762246.0229955,207051.06860045,-655845.3908353,440687.0914664,147500,90000,NA,57500,NA,NA,NA,NA,NA,NA,NA,422209.36796935,1969297.0915959,1069811.518906,226059.977391,646467.1908867,3.1713115,2442.8896119,20064.6658795,4447.6776093,24512.3434888
2026-02-26,1770401.9001154,207793.87159558,-655154.623844,440765.7773113,147526.92011,90016.581021,NA,57510.339089,NA,NA,NA,NA,NA,NA,NA,422182.71812828,1978195.771711,1067732.5182251,229616.6095584,653893.6318376,3.0197797,2445.3060535,20060.3455166,4444.3407401,24504.6862567
2026-02-27,1780875.8522244,209044.42938462,-654015.3255826,440923.1772982,147580.760328,90060.082149,NA,57520.678179,NA,NA,NA,NA,NA,NA,NA,422136.57766902,1989920.281609,1072361.6819319,225824.3075345,663990.4134227,2.9090463,2444.9524852,20052.7391903,5243.2779981,25296.0171884
2026-03-02,1762195.3667016,273923.23344183,-591358.6550436,441049.4715916,147634.600554,90082.905108,NA,57551.695446,NA,NA,NA,NA,NA,NA,NA,424232.41689383,2036118.6001434,1073085.6027823,281620.9332295,652188.6099614,2.5468414,2440.8686353,22388.7983799,4391.2403136,26780.0386935
2026-03-03,1759901.8898593,236920.10797253,-590809.4582421,401122.7202029,147661.520665,90099.486129,NA,57562.034536,NA,NA,40005.479452,NA,NA,NA,NA,426606.84601173,1996821.9978318,1073178.1608373,264190.9956965,640143.8346504,2.3827819,2430.5777931,12143.5581253,4732.4879473,16876.0460726
2026-03-04,1770829.1656416,145536.36153114,-588234.1557345,311014.7292582,45000,45000,NA,NA,NA,NA,27503.7671233,NA,NA,NA,NA,422755.78800744,1916365.5271727,1076256.0960473,172858.6397977,646954.189535,2.2769487,2439.433317,12573.2745357,5281.6169913,17854.891527
2026-03-05,1777702.2017676,159079.69601922,-570275.9807872,305574.099919,45008.297251,45008.297251,NA,NA,NA,NA,33004.5205479,NA,NA,NA,NA,423781.57688742,1936781.8977868,1077972.1869476,183884.3117112,655430.2032167,3.1724373,2435.8571581,11720.3619693,5335.8043466,17056.1663159
2026-03-06,1763172.5563704,150338.60401358,-571062.3083941,295632.8635867,45016.594503,45016.594503,NA,NA,NA,NA,43005.8904109,NA,NA,NA,NA,425768.04882098,1913511.160384,1085762.3568276,167034.9075088,643238.550858,2.9768132,2431.8314773,10257.0703909,4783.4665082,15040.5368991
2026-03-09,1768997.5260618,192876.29529964,-552966.5789469,321801.0522036,45041.48626,45041.48626,NA,NA,NA,NA,17002.3287671,NA,NA,NA,NA,424041.82204294,1961873.8213614,1086462.3690576,207977.6141565,649871.9993108,3.6063683,2430.7988838,10266.5178148,4860.9157696,15127.4335844
2026-03-10,1757968.9916869,176022.69404369,-546895.2348264,300014.8363917,45049.783511,45049.783511,NA,NA,NA,NA,39005.3424657,NA,NA,NA,NA,422903.09247839,1933991.6857306,1089281.2325351,180814.337452,647030.5195286,3.4948304,2437.6187559,9554.1115917,4870.3710369,14424.4826286
2026-03-11,1755976.2756919,191596.04362313,-567689.7673338,332221.689219,42700,30000,NA,NA,12700,NA,4500.6164384,NA,NA,NA,NA,427064.12173793,1947572.319315,1087887.3697051,197243.2445549,645534.383683,3.3441918,2434.3691433,9634.9093097,4834.6987272,14469.6080369
2026-03-12,1756025.8308175,176158.63449081001,-570768.6069791,319278.5690166,34205.576466,30005.576466,NA,NA,4200,NA,9001.2328768,NA,NA,NA,NA,427648.67245331,1932184.4653083,1087049.8518951,182514.518898,646469.753344,5.1938786,1677.0223435,9469.4061451,4998.718804,14468.1249491
2026-03-13,1754028.3726084,169641.47498621,-569473.2880592,309435.293894,30011.152931,30011.152931,NA,NA,NA,NA,14702.0136987,NA,NA,NA,NA,429679.46915141,1923669.8475946,1088998.0912851,171693.3255967,646880.0682748,5.0921271,1670.109656,9595.7569546,4827.4037003,14423.1606549
2026-03-16,1751780.3174372,179478.07156565,-564654.5728064,315108.6212164,30027.882328,30027.882328,NA,NA,NA,NA,9201.260274,NA,NA,NA,NA,429024.02315565,1931258.3890028,1089480.7489449,176709.5191914,647744.9474753,5.8574823,1486.0096781,11136.5790492,4694.7271816,15831.3062308
2026-03-17,1783603.5174525,181107.44612253,-578137.0091225,331224.3082196,46033.458795,30033.458795,NA,NA,16000,NA,10301.410959,NA,NA,NA,NA,428020.14702543,1964710.963575,1085677.2120049,181993.8133277,679865.9910857,5.6904814,1488.2917133,11214.3946601,4465.5703019,15679.964962
2026-03-18,1784202.8086281,287292.4955398,-590824.9949841,450544.4276604,155000,95000,NA,60000,NA,NA,NA,NA,NA,NA,NA,427573.0628635,2071495.3041679,1081070.0195649,294290.710087,678887.5413151,5.6901484,1490.2260022,11232.1810262,4518.9360241,15751.1170503
2026-03-19,1778565.2874513,250752.58018115,-629149.1359947,450625.1737065,155028.569261,95017.747861,NA,60010.8214,NA,NA,NA,NA,NA,NA,NA,429276.54246935,2029317.8676324,1078914.2932142,257946.1290236,674906.8535833,5.5885945,1486.5490235,11395.3271278,4663.1270655,16058.4541933
2026-03-20,1779887.8609778,191364.93714245,-687314.4456717,450705.929258,155057.138524,95035.495784274,NA,60021.642739726,NA,NA,NA,NA,NA,NA,NA,427973.45355615,1971252.7981202,1079629.4055442,194902.5513741,676067.9292172,5.526575,1491.7695775,14405.9995041,4749.6163281,19155.6158322
2026-03-23,1770508.1900636,194858.31879281,-685612.8182,450191.3850957,155142.846309,95088.73931,NA,60054.106999,NA,NA,NA,NA,NA,NA,NA,430279.75189711,1965366.5088564,1075354.3612442,191471.1633107,676477.8975405,6.2462774,1487.5273933,15584.2573299,4985.0557604,20569.3130903
2026-03-24,1768707.5875583,190663.58225748,-687847.3682375,451644.5326495,155171.415571,95106.487172,NA,60064.928399,NA,NA,NA,NA,NA,NA,NA,426866.41784548,1959371.1698158,1069518.2382584,194393.8658447,675256.37571090006,6.1314799,1493.7351118,13565.7317295,5137.0916806,18702.8234101
2026-03-25,1775163.8873723,239695.70380946,-663688.8712375,476519.9904943,220000,95000,NA,125000,NA,NA,40005.4794521,NA,NA,NA,NA,426864.58455266,2014859.5911818,1064583.9949354,237531.755093,682515.3111336,5.9564974,1494.1770555,23488.3524464,5240.0440205,28728.3964669
2026-03-26,1780643.9686406,238600.59956956,-660773.7582772,472496.0943741,220041.396192,95018.267891,NA,125023.128301,NA,NA,44006.0273973,NA,NA,NA,NA,426878.26347266,2019244.5682102,1064193.2451054,247361.0114528,688403.1241647,5.8338033,1491.9135095,12687.6193765,5101.820798,17789.4401745
2026-03-27,1769284.0379852,226482.66896755,-659096.2145281,456587.6500393,220082.792383,95036.53578,NA,125046.256603,NA,NA,60008.219178,NA,NA,NA,NA,428991.23345635,1995766.7069527,1067409.0703954,226140.2561926,680780.1663893,5.6566789,1488.4911597,15189.2018365,4753.8643003,19943.0661368
