date,NIR,NDA,gov_account,banks_net,repo_total,repo_main,repo_long,repo_fine,repo_lombard,fx_swap_attract,deposits,deposit_auctions,reverse_repo,fx_swap_alloc,securities_issued,other_net,monetary_base,currency_outside_cba,corr_dram,corr_fx,other_banks_dram,other_banks_fx,other_residents,other_dram,other_fx
2025-10-23,1412348.6439031,521128.48609772,-680460.8360183,785018.3188453,498096.043838,350068.093743,NA,148027.950095,NA,NA,NA,NA,NA,NA,NA,416571.00327072,1933477.1300008,1079164.2436339,238757.2553749,602945.2039201,1.7189957,278.2134852,7384.9383727,4945.5562183,12330.494591
2025-10-24,1413500.0951837,531034.18922086,-664547.0607819,780297.2995506,498192.087678,350136.18749,NA,148055.900188,NA,NA,5000.7191781,NA,NA,NA,NA,415283.95045216,1944534.2844046,1079215.3794139,242443.5862224,602539.1880812,1.7065258,278.7824854,15298.3121833,4757.3294926,20055.6416759
2025-10-27,1415204.2416369,536086.75069532,-663137.9751953,785736.4826982,498480.219198,350340.468725,NA,148139.750473,NA,NA,NA,NA,NA,NA,NA,413488.24319242,1951290.9923322,1078773.1316139,257012.1515417,604891.9177217,1.6854975,355.3686822,5696.6056575,4560.1316177,10256.7372752
2025-10-28,1420790.6082505,526888.3721481,-672206.8098017,785882.6554031,498576.263037,350408.56247,NA,148167.700567,NA,NA,NA,NA,NA,NA,NA,413212.5265467,1947678.9803986,1077178.5987639,250058.4276035,609692.4258376,1.6772496,355.5619164,5944.2010846,4448.087943,10392.2890276
2025-10-29,1409494.5816312,489204.30130351,-527630.5339473,606856.5302592,319500,230000,NA,89500,NA,NA,NA,NA,NA,NA,NA,409978.30499161,1898698.8829347,1074266.4831789,208914.0409483,604965.7237068,1.6792496,355.3177252,5671.5506822,4524.0874437,10195.6381259
2025-10-30,1408541.7446143,482317.07888581,-530922.5494215,600967.2994398,319561.485271,230044.726352,NA,89516.758919,NA,NA,6000.8630137,NA,NA,NA,NA,412272.32886751,1890858.8235001,1075433.9971731,199313.7713324,605026.6688853,1.6769568,355.0759731,6268.9492796,4458.6838998,10727.6331794
2025-10-31,1421433.9308622,450869.05101416,-532997.1492997,570274.5221164,319622.970539,230089.452701,NA,89533.517838,NA,NA,37005.3219178,NA,NA,NA,NA,413591.67819747,1872302.9818764,1079283.7283961,162009.2769858,618897.0927991,2.6688048,384.9560057,6768.7391739,4956.519711,11725.2588849
2025-11-03,1411132.5255061,494359.19094693,-469499.4790141,549606.6005721,319807.426351,230223.631754,NA,89583.794597,NA,NA,58008.3424657,NA,NA,NA,NA,414252.06938893,1905491.716453,1083849.3773961,196048.770614,613354.2416661,2.7620545,384.407758,6761.5915318,5090.5654325,11852.1569643
2025-11-04,1405249.4932803,484719.64906663,-473901.9605751,544717.5991459,319868.911618,230268.358103,NA,89600.553515,NA,NA,63009.0616439,NA,NA,NA,NA,413904.01049583,1889969.1423469,1086616.2160192,179400.4040722,606432.0856431,2.6898746,390.1640707,8951.6909814,8175.8916857,17127.5826671
2025-11-05,1405092.8014554,462625.42157776,-471850.8556008,520906.2646783,245000,165000,NA,80000,NA,NA,12001.7260274,NA,NA,NA,NA,413570.01250026,1867718.2230332,1089882.669014,154809.7358863,608168.1071234,2.6019043,389.9838293,9435.6869597,5029.4383162,14465.1252759
2025-11-06,1404879.5147326,463748.39331696,-459760.9387059,510002.5992914,245047.666222,165032.100063,NA,80015.566159,NA,NA,23003.3082192,NA,NA,NA,NA,413506.73273146,1868627.9080496,1092178.930334,156132.3978426,605920.5861443,2.543946,390.2819984,9068.2591639,4934.9086204,14003.1677843
2025-11-07,1407980.9172921,455380.88738141,-449887.8803489,492598.0080267,245095.332446,165064.200127,NA,80031.132319,NA,NA,40505.8253424,NA,NA,NA,NA,412670.75970361,1863361.8046735,1098776.537134,143514.9118095,606565.1882562,2.5220302,390.8044158,8997.3150497,5114.5259781,14111.8410278
2025-11-10,1408250.5085976,439682.88316451,-439446.2093966,462852.378645,245238.331114,165160.500317,NA,80077.830797,NA,NA,64309.2486302,NA,NA,NA,NA,416276.71391611,1847933.3917621,1099124.796699,122923.4904688,610300.1909843,2.4668005,604.4710642,9952.7868679,5025.1888774,14977.9757453
